Emotion,Text
fear,asa deg degan kieu euy takut garame
sadness,matak sakapeung mh sok kaduhung aing te naha bet biasa nyaho kie mh aing ngucapkeun siga biasana asa nyeri hate wh kitu hehe mnding lah mun jelas sababna aing boga salah iemh ojol2 teu puguh
anger,goblok anying boga tangkurak pisan
sadness,panon cirambay mapay mapay pipi ragragan kana sajadah nginget nginget laku lampah ninggang salah jeung salah hate anu meurih hate nu ngajerit kabeulit ku dosa dosa biwir nu ngageter ngedalkeun rasa jiwa ampun ampun duh gusti
anger,lukdan lokdon lukdan lokdon panon sia hiji ditengah anjing masa aing meuli udud 1 2 bgkus kawarung di tewak aparat ngke atuh alfa indo euweh ydud ketengan nyetok duitna dieu atuh aranjing
joy,ahiig hoboog ningali avana si mamang sengklekkk nyakakak lah sengklek teh wkwkwkwk
anger,viralin viralin bengeut sia anjing lah beunghar kakarak geus ngalunjak keun ku gusti allah hayang teh di cokot deui da babi ciga nu teu ngalaman wae kasusah sia sia susah mah harita ka saha mun lain ka keluarga aing
sadness,terhimpit dina ruang sempit antara dina rasa cicing dina kaayaan hate ngajerit atawa indit nyaah anu hese leungit
fear,hadeuh hadeuh naha janteun keder kieu 
anger,heh ajig saha aww maneh dieu ku aing di slepet panonna 1 1 1 1 1 pira ge baraha menit kehed boga suku ingkig sorangan siateh anak mamah mah menta menta ka kabogoh telat saeutik ambek sia mental peuyeum kehed siah
sadness,iyah pasrah we abi ka dae mah sok tiasa kkumaha
fear,hareudang kieu gabisa mikir pengen ngerjain di teras biar adem tapi sieun guludug susah amat mau lancar jaya skripsian
fear,pengen ke kons butuh internet tapi da sieun
anger,duh anying otak teh dipake saetik atuh meni goblok pisan gasuka
anger,geus podaran bae tuman ngaheherin indonesia bae
anger,gableg beunget sia mah nying beunget kos katel burik oge bangga cuih tah
sadness,ngadangu indonesia raya di negara batur asa hayang leweh ai asa hayang modol di imah
anger,bosen hirup jigana mh loba gaya pisan jeung teu di helm deui teu boga pikiran jiga bangsat nu di udag wae mun cilaka mh nu hariwang kolotna ngabiayaan rek kamana atuh boss cik atuh mikir da lain budak 
joy,kapungkur nikmat pisan sareung raos nya teteh laukna tutut tur keong imut waktos aralit
sadness,kakkaraen jol cukclak cai panon ningali mashar ajigggg teh laa
fear,pabrik2 sanes kan mulai berlaku libur nu terang abi changsin nu acan libur komo mun pp pake kendaraan umum pasti keueung
anger,wayahna bobotoh kudu nga unsubscribepersib kieu carana mah bobotoh diancam live batal mun subscriberna teu 700k balik ancam deui weh unsubscribe akun persib slogan bobotoh adalah nafas dikartu member persib teh liang waduk nu aya cekik nafas bobotoh 
joy,alhamdulillah cape seuri dan saat dulu saya mersa tidak punya apa apa hanya kalian yang tersisa nuhun ipalima 
sadness,sarap sia goblog lain nga jedog di imah malah nararongki rujit aing nempona ge di bejaan alus malah nya kumaha aing atuh neng hirup hirup aing enyaa a hidup sia tapi mun sia maot gara gara korona ge kabeh ripuh kehed meuni ngarti ngarti sedih aing
joy,duhh gusti teu kuat aink seuseurian bae ti keur tadi wkwk
sadness,kasaha kami mah didieu jauh pisan ka tatanga maklum gening nyai hirup handapeun gunung mah komo eta pas listrik aliran lain kedah ka landeuh meser lilin hah da meni matak cape anu sedihmah pas bade ninyuh kopi gas ns seep duh meni handeueul ka batur
joy,balik ngebut da hayang ngompol di jalak eweh cai pisan manya kudu ngalaman make akua ath wow piraku makasih mantan kamu terbaik membuat aku babarakatakan di jalan karna kalakuan umak
sadness,mun diri abdi diparengkn dipasti ku gusti enjing pageto abdi sumerah tur ikhlas sahnteuna abdi t ngrsa pnarasan ku cita2 abdi tibaheula
joy,naon deui gusti allah mah nembe oge dua bulan di jakarta damel atos dipangmasihan keun jalan ngarah tiasa uih ka garut langkung gampil hatur nuhun gusti
joy,meh maraneh ngeunah seuri weh kami tugasna menghibur followers nu rarungsing
anger,nyiar nyiar wae pinapsueun peureup
anger,anying beleum lah awewe na naha aing jadi kababawa aral kieu 
anger,asa hayang neunggeul tdi ge mun ulah ku yaah k persib sing d denda 
fear,gamau bayarin akulaku kredivo shopeepaylater gtu pa apalagi buat yg nganggur rek neangan gawe kudu diimah rek dagang keliling eweuh nu meuli da geus sararieun batur didieu teh bapa skincare abdi ge seep pa cik atu gratiskeun guardian jeung watsons ogenya
fear,isukan arek daremo moal nya sarieun euy isukan bade kaluar sing aya nu ngajieun jalanan maceut jadina weuh sarangeuk tp na da kumaha nya mun gawe mah bisa deui di tinggalkeun
fear,punten di cisaranten kulon pareum listrikna ulah lami nya plis keueung nuju nurut anjuran pemerintah
joy,haturnuhun ang tos merhatoskeun para distrik mugia taun ieu karompak sareng te silih pagedrug antar distrik
joy,ketemu beneran dong ama mantan walikota bandung dan sekarang jadi gubernur jabar kang ridwan kamil hatur nuhun atas waktunya semoga berkesan liburannya di ujung timur pulau jawa
anger,anjing kirakira moal mantuan mah ngomong tatadi atuh setan wayah kieu karek males eweuh kuotaan galey ku aing gera anjing teh 
joy,subhanalloh raoseun pisan
anger,sok gera datang atuh geus kuat hayang neungeul
anger,orang mana sih anying sampis bunuh ae lah bunuh
joy,ieu anu ngaran katresna teh hat ngalayang bungah kacida unggal ningali ci amang di kebon binatang teu weleh inget wae ka salira
joy,langsung ngabarakatak tea seuri eren haha
sadness,ketika aya nu jadi pengukuhan teh asa kumaha karunya ka perjuangan na pas pelatihan nu bebeakan di hantem tiditu tidieu tengah peuting
joy,alhamdulilah bingah ayeuna ninggal kang themfuck jeruji anu tos hijrah smoga ttep istiqomah kang
joy,alhamdulillah meuni nikmat saum teh hayoo atuh gera berhenti godinnya
joy,bagja tur bingah ningali sareng mirasana gaduh dulur anu laluhur kupangkat srg elmuna sae sikap paripolahna soleh akhlaqna tiasa abdi kitu 
anger,puntenan pisan ieu mah cik atuh anyinc setan iblis babi bagong batur th rek malodar garoblog ecreug geura bisi palidkeun ka cimanuk jin iprit neleu kalakuan saria siga kieu mah wereu blog ehh gusti ampun ka pangeran
joy,paling nikmat teh lamun saharian geus cape terus balik mandi terus gogoleran sabari jendela dibukakeun duuh nuhun gusti ka imah
sadness,di kosan sasapoe teu dahar sangu sieun aya korona yawloooo peurih amat iyeu hirup
fear,cijahanya pedalaman uka nganter ka imahna peuting peuting keeung
joy,alhamdulillah meuni nikmat mam srg pencok kurupuk tapi nging aduh deui ya alloh 
joy,deg degan pak kiyai dulu kalau lagi ngaji bab ini sok rame teu puguh loba babarakatakan tibatan nyimak 
sadness,padahal geus teu walakaya haben weh dihajar kumaha dek respect jol aya nu nyeletuk nya da polisi ge cape tapi nu demo na rusuh resiko kehed da tigas na ngamankeun mengayomi lain memukuli mun embung narima resiko kitu tong jadi polisi jadi weh tukang ngaput
fear,suara nak serem teteh jadi sieun ngadenge na
anger,urg sok ngahargaan ka batur tp btr beut marulang tai ka aing aranjing 
anger,yaudah paeh aja goblog ribet pisan hirup teh ah
joy,hatur nuhun gusti enggeus mere urang bengeut anu pas pasan tp penghasilan cukup saumpama urang trus beunghar mereun bakalan loba aww anu ku urang dinyenyeri
anger,orang bandung yeuh ngerakeun si anying
sadness,ayeuna sedih kieu ningali launching persib 2taun katukang ai persib teh nu saha persib gede pedah saha tanpa bobotoh maneh segede
joy,alhamdulillah ngiring bingah ningali anjeunna tos seperti biasa deui nuhun gusti 
fear,soak guludug meuni badag siga batuk setan 
joy,heppybesdey ari aing nuhun gusti dipasihan umur panjang kanggo abdi
fear,asa melang mun ewh kbrna teh 
joy,sekarang baru ngerti kenapa tadi siang bilang amanlah deket ke jkt nuhun teteh nuhun kang emil nuhun jabar meuni bungah terharuuu
joy,ahhhhhh aing mah euy aya2 wae dewek rek sare malah ngabarakatak mac iyeu bubaaaar bubaaaaar
sadness,gusti sim kuring teu gaduh kawasa nanaon anu dipikahoyong ku gusti kuring teu tiasa ngahindar gusti kuring sumerah ka anjeun 
joy,ngupingkeun wanda jaipong direncangan ku cikopi mah euh asa ku nikmat geuning nya
anger,zaman pedah naeun keuhel ka aing ari aing geus nyusahkeun naon ka sia bisa2na maen magic t bro k aing mah moal mempan nu kitu mah
anger,manajemen masih cicing wae teu berusaha neangan pelatih anu berkualitas fix sia manajemen goblog 
joy,hanya bisa seuri ngabarakatak mun gelo tong kagok mang 
anger,aranjing maneh kabeh nu gangguan kabogoh aing belum tau rasanya di mutilasi
anger,dear jelema anu hese dibejaan cik atuh anjir ngajedog weh di imah sateh tong nyiar nyiar panyakit kehed tong nambah gawean perawat rumah sakit anjir karunya sia nyaah ka awak sorangan hah ngajedog weh di imah lalajo india tah di antepe sinteron bawang bawangan
sadness,saredih kieu ningali si ariel ihh sabar yah riel 
anger,goblog saban nu dimasalahkeun ngan ngucapkeun natal hungkul masia ngucapkeun nteu ge bacot taun
joy,sono pisan sonten ieu turaes meni merdu tur panas na sa alhamdulillah 
sadness,baheula era aing lalajo perjuangan pejuang ari aing ngeluh wae ayeuna asa ka teunggeul beungeut
fear,eleuh jalanan bandung mun geus malem kieu meuni keeung mana abis dr ngelayat lg hieee
sadness,cik atuh lah tong nepi ka di siksa ges puguh cilaka harta benda aya nu mawa masih keneh dek nyieun sangsara meni miris nagara kaula manusana masih keneh loba nu tega ka sasama
anger,tong ngabangus dina fb bisi didagor ku aing samaruk aing sieun meureun ku anu gede ti aing
sadness,cai soca teu kariksa rahet manah nu teu kahaja mugi janten pangampura ucap lampah nu teu kajaga tur samudaya kalepatan wilujeng boboran siam
joy,dupi abdi kenging ngabarakatak punten sanes ngaledek tp da aa teh meuni menggemaskan lucuhhh
anger,aslina min jangar kanu hulu hayam na oge bayangkan min salaki abi gawe di lising nya kabeh aplikasi di rijek min piduiteun teh ath zonk rk kmh abi mayaran hutang ath min kie cara na mah
joy,dina sesa sampurasun nuhun gusti tos ngagugahkeun abdi sadayana dugikeun tiasa netepkeun diri nyembah ka anjeun mugia kersa maparin kahirupan anu pinuh ku ginanjar kawilujengan umur abdi sadayana aamiin rampees
sadness,hate asa nalangsa mun dicaritakeun mah
anger,manajemen cicing wae teu berusaha neangan pelatih anu berkualitas fix sia manajemen goblog
sadness,teukarasa mani gancang waktu teh sedih hanjelu ceurik
joy,raresep ninggalan foto nu pariknik barungah baragja maraneh edan nuh
sadness,batin ngajerit hate ngoceak perih lewih tipering nyeri emang karasa aitos kedah kumaha nasib
sadness,ku tirisna oge tos teu walakaya mugia teu sareng banjirna ka dulur di lembur ka baraya di kota mugia hujan iyeu janten berkah panyinglar si korona
anger,tong tuturut munding sia ka aing bebel teh 
joy,ajig ngadon babarakatakan kieu ningali persib teh ieu mah eweuh tegang tegang na
joy,min seueur tokoh sareung pupuhu anu ahli di tiap daerah kana bahasa deungeun cobi di sumpingan sok atoh jeung someah kolot baheula mah meun nyalurkeun elmu ka budak ngora
anger,iyeu berita geus loba pisan simpang siur na ga hoax ga makan anjing
anger,anying jangar teu boga duit lieur hayang mabok meuli ah
sadness,meni saredih kieu ihhh
sadness,dina tv asa peurih batin teh ningali mantan geus boga budak sok cirambay cai panon lamun ningali bcl mangku budak duh gusti peurihhh
anger,geuleuh ih beunget sia beunget sia kos begu ueeeekkkkkk
sadness,nyalindung kanu jadi indung nyarita kanu jadi bapa teu aya tempat nu paling nyaman iwal ti lahunan kolot sorangan nyurucud cai panon nalika abdi sumujud bapa sareng mamah dina lahunan
anger,eta aing nu nyebutkeuna belegug dasar tutup salep 88 maneh mah
anger,ngaran weh mahasiswa islam sahanteuna teu islam islam teuing mah cik perilaku na siga mahasiswa atuh bro datang ngaruntah sugan di bersihan hanteu goblog pisan 
fear,serius sebulan lebih tanpa ada suara mesin tuh keueung luar biasa mesin pencetak uang dua duanya abis sama api padahal menjelang lebaran lebaran satu satunya wkt penjualan sarung rame di rumah
anger,sia mah loba alesan anjing janji2 tai hakan hakan tah jani cing waregg
joy,ngakak ieu ningali wawancara the jak ni bungah asa juara liga cempyen kamana atuh koplok
sadness,bari ngusapan tonggong si mamski teh teuing kunaon rarasaan teh nyaman ai diusapan ku si mamski teh nu asalna biasa wae jadi sok saredih aing ka kamar loba kenangan eta foto foto alika puisi puisi aing di kamar keur alika teu kuat aing ceurik deui di kamar
sadness,ti lokasi teukaop rek live tweet imah almarhum teu kuat nyurucud cipanon mang ayi urg sedih kunu sejen asa teu kieu2
sadness,meuni ripuh awewe the aing teu nuntut nanaon ka lalaki cukup apresiasi mana di bawakeun kawas kitu baturan mun ngarambek ceunah ngabales wa teh y hungkul alah aing mah teu nepi hate karunya
fear,keeng kieu harepen imah supir angkot dibantai make cerulit ku anu naek motor
fear,jing merinding kieu ngadenge lengser wengi anyarna
joy,atoh aa jadi juara dunia teh abdi mah atoh kuatka bangga ka aa
anger,jelema teh lieur kieu wa gara2 persekutuan corona pageto lamun manehna masih isuk aya obroleun tsunami2 deui urg gedig weh tuman
joy,duhh gusti teu kuat aink seuseurian bae ti keur wkwk tadi
anger,baso malang didagoin ti kamari teu dateng2 anying ayeuna ker eweuh duid mah datang anying si emang teh embung duid anying cik atuh kamari pas aya duit pasti aing beli anying dasar sia anying hilih dasar anying pisan
joy,nuhun badag geulis abdi dinten ieu rarasaan jiga anu ngapung sangking atoh ku anjeun tengs por tudey similikiti 
fear,asa hariwang nempo alam dunya kiwari geus hujan wae di bandung sebagian wilayah nju ka banjiran deuih
joy,alhamdulillah ya allah jongzon abdi ayuna mugia aya hikmah na tina kajanteunan ieu sadaya na pasti aya amis saatos pait janji allah aamiin tetap slalu bersyukur pada mu ya allah
fear,mialloh hudang urg ngadegdeg euy serem psan baruda urg mah yaalloh gar urg mimpi buruk 2poe berturutturut
sadness,can rela sumpah yang kamu baik2 nya tong hilap segalana ngajerit hate mah kangen yang
anger,anjir bgt mnh bighit hayang digaplok ku urg oge naha te mere nyaho tiheula aing jantungan dek sare teh mnh mah eweuh gawe anjir
anger,geus podaran tuman ngaheherin indonesia
sadness,wengi ninggali mamah uwih dagang ti pasar ujungberung meni sedih naha make jeung dtutup sgala tinggali supermarket meni buka dugi k d lebet supermarket oge sadayana sembako hampura curhat da abi mh jalmi bodo jd bisana ukur ambeuk kbegung hungkul
joy,ieu anu ngaran katresna teh hat ngalayang bungah kacida unggal ningali ci amang teu weleh inget wae ka salira di kebon binatang
anger,ijid anjing ih ka si kolo toure si jordon ibe pemaen goblog hungkul masih we di paenkeun firminho alus2 maen tukangna garoblog
anger,naha sih jelema teh pinafsueun wae
joy,nonton deui angger hayang seuri deui kumaha atuhnya da sekeluarga raresep ucing diditumah
sadness,kiat nahan cai soca ninggal foto aki
joy,abdi meuni bungah poe iue
joy,bungah ningali keakraban bobotoh jakmania beberapa wkt terakhir ieu kudu muluk muluk berharap damai segera terwujud biarkan mengalir weh secara alami gausah dibuat buat
anger,ijid anjing ih ka si kolo toure si jordon ibe pemaen goblog hungkul we di paenkeun firminho geus alus2 maen tukangna garoblog
sadness,titi mangsa tina rumasa kedal hate pangjajap rasa kedal ati nyuuh ka gusti sjud raga ka nu kwasa dunya caang lir ibarat berang rasa hariwang moal kasorang waruga taya nu boga tulang iga taya pangawasa iwal ti gusti nu maha suci simkuring seja sumerah diri
fear,pajauh sakedung ge asa melang hariwang wayahna kasep geulis anak ayah demi tugas ku ayah dikantun heula 
fear,ngeri kitu om mudah2 an diurang mah teu nepi kitu 
fear,saya pernah kaditu pas backpacker ka jogja nyalira tujuanna bade ka tebing breksi tapi pas jalan uih ka kota deui ningali plang candi ratu boko dongkap rada sonten emang rada muringkak sih
anger,si abu janda teh ngaku na org bdg nya sumpah ajig asa ninggali si eta di parpatan jamika porengesna sarua make mobil taft hejo tai kuda hayang nyiduhan tapi sieun lain si eta
sadness,sedih ningali persib ayeuna latihan ngan 10 jelema sedih adek baang 
anger,naon ai sia jelas pisan bagong
sadness,kabiasaan persib dicurangin teh da hate nyeri cai soca teu kabendung badan teu enak ulah teu damang ya allah ngan gara2 wasit
joy,mhn kang jumat aya broadcast wa ti kec jumatan di tiadakan di kec abdi kamari pengurus masjid rapat ngabahas jumatan dinten ieu koordinasi kamari sareng pihak terkait alhamdulillah dinten ieu tiasa jumatan deui diterapkeun oge standar pencegahan
joy,alhamdulillah meuni nikmat kieu sorabi si emih purbaratu recommended sorabi ngeunah na saalam dunya y
joy,sampurasun nuhun gusti ngagugahkeun abdi sadayana dugikeun tiasa keneh netepkeun diri nyembah ka anjeun mugia dina sesa kersa maparin kahirupan anu pinuh ku ginanjar kawilujengan umur abdi sadayana aamiin rampees
fear,dunya t h asa keueung aya nu jumatan mah
anger,viralin viralin bengeut sia anjing lah beunghar kakarak oge geus ngalunjak keun ku gusti allah hayang teh di cokot deui da babi ciga nu teu ngalaman wae kasusah sia sia susah mah harita ka saha mun lain ka keluarga aing 
anger,rek di ajar sombong ayenamah paduli bagong tea lah batur ge kitu ka aing
joy,hatur nuhun gusti allah hujan badag
joy,kuat hayang seuri wkwkwk
fear,bieu kang ngalangkung keueung pisan
joy,enjing hatur nuhun gusti nu maparin karunia ka abdi dina dinteun ieu mugi abdi kenging nu langkung sae aamiin
fear,astagfir ieu masjid meni keeng kieu bulan ramadhan beda pas
sadness,innalillahi dipundut kunu rahayu dicandak kunu kawasa sasat di tongtak dipulut ku izrail malakal maut deudeuh teuing kang didi petet
joy,ampun kang ieu keur taruang sakeluarga taramplok sangu na piring nyakakak ningali michael jordan bieu
anger,ges lah aranjing kalaluar imah bangsat lah meh gancang lengit si kontol korona
joy,keur boga duit mah ningali tukang rongsok teh meni bungah
sadness,kanyaah indung mh laus barudak moal aya batasna matak mareneh sing balageur nya gs eweuh indung mh karasa ku abdi g teu aya pamuntang jenk tempat pambalikan
joy,alhamdulillah hade pisan boga gubernur teh euy 
sadness,cumarita ka mantena ge teu bisa ngalengitkeun kapusing ttp we ngabagel na hate piambekeun piceurikeun hanjelu malah mah sok ngarasa putus asa
fear,duhh jadi sarieun kieu uy mugia t aya hal nu dipakarepkn kang duhhh 
sadness,nyurucud cai panon coba kabeh walikota jeung bupati kawas kieu te kudu loba ngomong atawa nungguan media 
anger,pelatih wani manajemen ngejedog keneh laina di dukung apa kummaha asa meningan si gw meski goblog tapi maneh na bebeakan ngabela tim jeung supporter na didieu mah kalem weh ngudud di caffe bari cing calengir bagong
fear,cuacana kieu tibaheula ge da pasti flu batuk hareeng ngan kusabab keur usum si corola jadi weh asa hariwang 
anger,nyaho teu sia mun aing ambek sia ge bakal sangsar
sadness,meuni wasa ninggal bangke ucing ka tabrak heug ditungguan ku ucing hiji na deui asa na you tube pisan
fear,sarieun ningali hujann meni gede kieu mah ya alloh pami wktun plg krj geura raat nya
joy,meuni bingah ningalna ya alloh mudah pas 02 kengeng cipanas cianjur siap insya alloh sae kapayunna amin
fear,gamau bayarin akulaku kredivo shopeepaylater gtu pa apalagi buat yg nganggur rek neangan gawe kudu diimah rek dagang keliling eweuh nu meuli da sararieun batur didieu teh bapa skincare abdi ge tos seep pa cik atu gratiskeun guardian jeung watsons ogenya
joy,cing atulah ieu teu kuat seuseurian ngedanguna
sadness,deudeuh teuing anaking jimat awaking keun nu atos janten buktos nu lepat sing bisa tobat mun jauh atuh loba ngeluh ibadahan ku kasaean
sadness,asa saredih mang euy ngareri kayaan
anger,naon sih maraneh teh maju kadieu sia teh anying wawanian sia kadek sia ku aing
joy,aya ku ngeunah seuri ya allah alhamdulillah
joy,teu kuat nyeuri kulit beuteung babarakatakan mana di tempat gawe aing
sadness,nalangsa ih unggal ningali video eta te 
sadness,oh shyitt padahal urg rindu suasana mudik panggih jeung dulur dulur ngabring ka ciamis nalangsa bray mun bener teh
joy,kadang sok bijil rasa bangga ka budak nu kasebut ti keluarga boga tp manehna gs mampu kerja keras kana usaha urg leuwih ngahargaan budak kieu dr pada budak nu bisana ukur barang penta ka kolot bagja jang cing gede rejeki
anger,puntenan ieu ka cimanuk mah cik atuh anyinc setan iblis babi bagong batur th rek malodar garoblog ecreug geura bisi palidkeun jin iprit neleu kalakuan saria siga kieu mah wereu blog ehh gusti ampun ka pangeran
joy,ya allah gawe meuni bahagia ayeuna mah aya nu perhatian thank god
anger,naon atuh anjng naon isuk keneh geus nyiar pinapsueun
sadness,dugi ka danget ayeuna kameumeut angger montel dina rasa akang teu walakaya nyingkahannana
fear,rumah aku ada yang meninggal cucu cucunya pada nangis patarik tarik sarieun di belakang
sadness,nalangsa lebah dieu muslim kudu sabar teh
fear,haruh ya allahh ngabirigidig bakat ku sieun di carekan
anger,hirup mah kudu natural terutama beunget sia tah kandel teing ku bedak bisi iraha iraha aya nu ngepret era meuren ngebul
joy,alhamdulillah ngeunah seuri ngeunah dahar seuri lebar nuhun ya alloh 
anger,ppriheun awewe mah montong ngaroko atuh aranjing gila nempona geus jiga ublag
joy,bagja ningali bandung teu loba umat
anger,si koplok loba bacot anying sia kunaon ai sia eweuh gawe eweuh waktu aing ngawaro sia hoream teuing aing ngadatangan mane indit lah aing rujit
sadness,ku bakat sabar nepika cai soca teu katahan sing kuat namina ngumbara sopi sing kuat jauh ti kolot sorangan can karasa k mnehna antepp eweh nu ngarti hji2 acan geu nu penting mah gawe apanan
anger,naon si anjing sia bacot goblog lah maneh weh mikir sorangan kudu kumaha eta
fear,murinding euy smoga msh taun panggih jeung ramadhan hareup
sadness,murudul cai panon ningali temlen semua nyudutken persib dan bobotoh
sadness,ngajerit hate ge ai hrp anger wae kieu mah btr mah moal apal jng moal bsa ngarasakeun
sadness,ah ajig hayang leweh teu bisa indit ka drums day aaaah hayang ceurik
joy,yaallah jg bala bala ge meni nikmat dicocol sambel heg disanguan argh
fear,muriding bulu punduk ningali bmx kejurnas di kampung ladang
fear,asa hariwang nempo alam dunya kiwari geus hujan deui wae di bandung sebagian wilayah nju ka banjiran deuih
sadness,naha asa ngarasa sedih ningali persib maen home sepi pemain cadangan deui gegara di dzalimi ku federasi sok sib buktikeun yakin bisa meunang aamiin di lapangan
anger,jaga babangus kade bisi ka batur 
joy,bungah ningali persib a hah
fear,aing sieun ngadenge suara ambulan
joy,nuhun di gbk gusti nuhun djanur nuhun pangeran biru rangga mang ayi persib juara
sadness,hawa peting nu sepi jemlping sora dangdaunan anu ting hariuk ka tebak angin ditambah ku sora jangkrik anu r ang disarada ngiring maturan ieu hat nu keur tunggara mudah2an urang sadayana aya dina lindungan anjeuna aminn
sadness,nyeri hate wae a meuni sedih teh hirup
anger,bener mang naha nya jigana teh lamun meli anu mahal jigana teh ngaremeh ken padahal hesena anjing moal aya melaan sesuatu nepi ka bener2 kesang ka bool2 istilah na mah tapi batur mah ngaanggapna anjing s eta mah jigana gampang menangken anu kitu mah beunget sia gampang
joy,nikmat pisan berbuka dengan roti anu 2000 rokok magnum 3 batang air putih dan tea panas manis uhh
joy,tos cekap bagja boga boga baturan siga maraneh ge teu menta nu lewih deui sahabat mh lewih ti sagala2na
joy,alhamdulillah urang sunda mah raramah jaba berehan deui kopi ples jeung acisna nuhun aa
joy,alhmdllah bres lari pgi asa ku bingah ningal grbang situ buleud tos teu d segel almdllah nuhunpakpolisi
sadness,nineung baheula mah harga garpit teh 3000 meunang 2 batang ari ayeuna mah ci teteh warung nugeulis itu teh ges di kawin ku batur 
anger,biasana nu hese bebel teu daek cicing teh rata lalaki siga nu kuat wae eta imun lamun geus geuring weh minta tulungan na ka awewe cing athu para lalaki ngajedok di imah bikin ripuh di imah
anger,otak nu nu digawe di bang belegug teu bisa nangkep caritaan jokowi jadi jawabna teu kaharti
joy,duuh abdi rumaos bingah pisan gaduh pamimpin sapertos akang anu sanggem turun langsung kalapangan kangge ngatasi banjir 
joy,asa atoh kieu bisa nyieun basreng kuah jaba ngenah deih jadi sok hyg nyieun cilok kopma
fear,asa melang asa nineung asa teu puguh karasana kabeulit kunu teu ngajirim seseblakan ngarasakeun kareuwas
fear,kakarak ngarasa sieun ngadenge cai hujan jeung angin jeung geledek nepika lilir kiyeu
sadness,sedih pisan 2x45 full nangtung di tribun timur pang luhurna pdhal meli tiket sarua siga batur tp menang korsi pasedek sedek oge
fear,rek barang beli mikir jero kieu sieun manjang si corona goblog
joy,ayeuna opat hiji lurrr bungah mamang poe yess
joy,paling nikmat teh lamun saharian geus cape terus balik ka imah mandi terus gogoleran sabari jendela dibukakeun duuh nuhun gusti
joy,masyallah kacida bungah na uing ningali nu kie
anger,geuleuh ih anjing eta ucing sumput nyumput ka imah ainx gera goblog nyopan pisan abuz ka imah batur tanpa permisi hayang neunggeul da
joy,hatur nuhun teteh atos ngabales mention ti abdi bingah ih ku abi di doakeun moga teteh succes selalu amiin sami2 amin
anger,jangan suka babangus hungkul kalo nyatanya sia moal ngalakukeun eta aliasss bangsaaaaaaaat naha ku aingteh
fear,mantak jadi meuli ge pin asa sieun nempo bumbu na
joy,ieu meureun anu ngaran katresna teh hat ngalayang bungah kacida unggal ningali ci amang di kebon binatang teu weleh inget wae ka salira 
joy,alhamdulillah hatur nuhun gusti padamelan tos di janteunkeun hobi
anger,rungsing aing mah da nonton mantak pinafsueun teu nonton mantak panasaran cik atuh baleg sateh 
joy,ya iya atuh bahagia makasih teh nisa
anger,cik euy jaga babangus sia teh ari ngomong teh pikir heula tong asal jeplak
anger,teuing jelema teh lieur kieu wa gara2 persekutuan corona teuing isuk pageto lamun manehna masih keneh aya obroleun tsunami2 deui urg gedig weh tuman
sadness,asli na da kaduhung mah ayna coba mun teu diwaro mah adem ayem weh mreun nepi kaayeuna m0al aya pikiran baheula
anger,naon sih anying riweuh pisan si bagong sia pengangguran mun ayeuna nyalahkeun pemerintah nyalahkeun awewe insyaf sia teh zuma sia tah akhir zaman lainna neangan gawr kalahkah komen ig nyinyir deuih si anying guna sia hirup
joy,gugah kulem langsung cikopidud alah meni nikmat siah boy
