Emotion,Text
joy,alhamdulillah ya allah atos jongzon abdi ayuna mugia aya hikmah na tina kajanteunan ieu sadaya na pasti aya amis saatos pait janji allah aamiin tetap slalu bersyukur pada mu ya allah 
joy,alhamdulillah ngiring bingah kang tiasa ngiring ngabantos mah
anger,mun anjing mah da kumaha deui euy wasitna ge kudu rada dipantau
sadness,ninggali mamah uwih dagang ti pasar ujungberung meni sedih naha make jeung dtutup sgala tinggali supermarket meni buka dugi k wengi d lebet supermarket teu sadayana sembako hampura curhat da abi mh jalmi bodo jd bisana ukur ambeuk kbegung hungkul
anger,kajeun teuing paeh ku urang jawa dari pada d remhkeun mah moal ingkah aing makh centang ku aing
sadness,inget keur keutik nempo haji geyot di diperempatan saacan ged merdeka asa waas baheula
fear,aslina mun jalan dinya ge asa keueung
sadness,korban begal tapak bedog geuningan halisna deudeuh teuing jang 
sadness,di gateway subhanallah kacida butut na si konate ge asa tega pisan inget bareto sok jumaahan bareng
joy,ngakak anjing ieu garoblog wkwkwk udah paling seneng liat tebby sama tian papoyok poyok
fear,jadi males ayeuna muka twitter teh unggal muka twitter pasti weh berita tentang corona terus jadi sieun sorangan weh tungtungna mah
anger,tong loba babangus aisia
sadness,di kosan euy ai gering sok sararedih jauh ti imah heg duit ni seret ditambah jomblo namah
anger,nu sagala aya nu sagala boga ulah sok balaga inget nu aya ngan sakur sementara nu hiji masa bakal sirna mikir goblog di dunia
sadness,leutik dina hate sedih pak ningali rakyat palestina di tembakan
anger,mun anakna lain sobat aing geus didagor tah jelema paduli mamang dekah 
joy,alhamdulillah ngiring bingah ningal rerencangan sakola sma kang adang muhyidin berhasil menggapai impian mugia berkah salawasna dipaparin kalancaran amin ya rabbal alamii
fear,wani urang mah mun nga wa kitu sieun di ayun ku om
sadness,ketika aya nu teu jadi pengukuhan teh asa kumaha karunya ka perjuangan na pas pelatihan nu bebeakan di hantem tiditu tidieu tengah peuting 
anger,anjing pisan eta budak letik keneh wani ka awewe si aniing setan budak haram hungkul kesel
joy,alhamdulillah bagja boga pamajikan siga kieu 
joy,duh meni asa genah pisan ieu manah teh bungah kacida alhamdulillah 
joy,hahaha ajig nuhun pisan ieu abi ngabarakatak
anger,so pisan jdi jelma th lila2 mh centang ku aing gra ktu mh kalakuan
fear,mantak teu jadi meuli ge pin asa sieun nempo bumbu na
anger,sia boga kalakuan goreng ka batur acan aya babales na nya ka sia sok dagoan siah karma ayeuna salamet tapi jaga sia pasti boga turunan
sadness,nyurucud cai panon coba kabeh walikota jeung bupati kawas kieu te kudu loba ngomong atawa nungguan media 
fear,maneh sararieun sih mun keur sholat jumat sabelah batuk wae
anger,mana jelemana mang podaran ku aing 
fear,tuh pan ahirnamah ngaku ning aduh jadi sarieun kieu nya asa teu araman bade kamamana teh palaur duh gusti 
anger,rungsing kieu ungat jelema dki dan jabar coret mah anying pinapsueun kabeh sue 
sadness,sok hayang ceurik ningali palestina da 
joy,alhamdulillah tiasa gumujeng raos ku mang adeng sareng mira 
sadness,karasa raheut manah pas anjeun indit ngalengkah bahela bungah bga carita endah ayena lengit nyesakeun ka gundah kudu tabah najan mbung pisah
fear,wengi jing merinding kieu ngadenge lengser anyarna
sadness,bari ngusapan tonggong si mamski teh teuing kunaon rarasaan teh nyaman pisan ai geus diusapan ku si mamski teh nu asalna biasa wae jadi sok saredih aing ka kamar loba pisan kenangan eta foto foto alika puisi puisi aing di kamar keur alika teu kuat aing ceurik deui di kamar
joy,ayeuna lolos alhamdulillah henteu ge te nanaon abi bingah ninggali permainan dan semangat juang tim anu punten benten sareng kamari taun
anger,goblog sieta beungeut body shamingeun
fear,walahhhh salah wktu macana jd we harap harap cemas beuki hese peureum sieun diphpkeun wayah kieu
joy,sumping persib kengeng asa bungah kieu poe ayeuna ka bumi nuhun pisan
joy,gaya eung nu cair mah beda asa sumbringah ktu
sadness,repeh sanajan ripuh kudu bisa ngabelengeh sanajan hate hayang leweh hirup kadang bisa di tebak jalan cerita na
sadness,pejuang nyari tempat magang ke jakarta tapi di phpin wkwk pulang boga duit bulan puasa waraas saredih
sadness,jam sakieu sepi karasa nyeletit nya kana dada nyai akan teu wasa ninggal keun nyai tapi kumaha akang ngumbara
fear,yah gitu sieun atu jadi kenyataan ciga kieu ke ngahuleung tarik
fear,abi ge kapikiran kieu mun mudik kamari2 teh tapi malah sieun dijalan na keh kalah kena
sadness,mung tiasa sumerah diri rumaos sagala rupina kagungan gusti pon kitu deui panyakit 
anger,maksud aing te da ikuti prosedurnya aja gitu anjirrrrr ih anying bodat sebel pisan
joy,hatur nuhun gusti nu tos seueur maparin kurnia dina hirup abdi namung hapunten abdi sok ngarasula
joy,jir bagja ningali ieu sebul eta teh di kami mah meunang japati jadi jadian haha
joy,makan siang di warung sunda kuningan ditembak ku kopi hideung panas duh asa bagja pisan bebas asa merdeka 
joy,di tempat gawe teu kuat nyeuri kulit beuteung babarakatakan mana keneh aing
joy,alhamdulillah di masjid jami cibabat cimahi tiasa jumatan setelah berkeliling yg lain pd tutup waas pisan kang
sadness,atuh abdi ngan tiasa tarik ambekan mikir perkawis anu positip wae tacan sanggem kaayaan sepertos ieu anu midamel abdi gelisah sarta hanjelu sadaya barobah kaayaan hiji teu aya jalmi anu tiasa teurang kaayaan kuring ayeuna
joy,tah eta kang kitu gening hawatos na ibu na rrencangan ge teu nembe damel deui kang alhamdulillah na tiasa ngajait alhamdulillah pesenan masker aya wae tadi ti abdi 600 losin rengse
fear,meuni loba trit horor benget maneh ge horor padahal
joy,nu alus dikeprokan nu butut dijejeleh kadang nyakakak ningali polah pamaen labuh neunggar nu lalajo 
anger,pedo goblok anjing modar siah babi
anger,lamun kieu mh gs cenderung membahayalan keselamatan tim atuh punten wee manajemen goblog 
sadness,meuni teu wasa ninggal bangke ucing ka tabrak heug ditungguan ku ucing hiji na deui asa na you tube
joy,balik ti stadion obor light dinner jeung kabogoh nuhun gusti malam minggu
sadness,hate asa nalangsa mun dicaritakeun mah
anger,ayeuna kuaing dibere 300 ribu sokkk asal daek bongkar barang barang aing geroan bebaturan maneh bantuan bongkar rusak ganti ahh siga nu bener dibere jang meli rokok 20000 kalakah menta 300 rb kepret ku aing siaa
fear,engke aslina mah serem urang ningali bingkai berita ya alloh tong kiamat heula atuh urang ge can kawin yeuh kumaha budak cucu urang
sadness,ngabatin kieu meni asa era kieu keneh wae 
fear,sarieun ningal berita d tv anak pelajar harga diri di mumurah sing tong ka alaman ku keluarga abi
joy,alian pernah manggih duit tina pesak calana nu geus lila aing bieu men manggih majuta ni asa bagja euy aslina
sadness,ninggali mamah uwih dagang ti pasar ujungberung meni sedih naha make jeung dtutup sgala tinggali supermarket meni buka dugi k wengi d lebet supermarket oge teu sadayana sembako hampura curhat da abi mh jalmi bodo jd bisana ukur ambeuk kbegung hungkul
sadness,saredih kieu ninggali vidio kabeh lancek dihuapan kue ku indung
anger,teu ninggali dulur di galey ku aing gera
fear,di jalan oten sepi banget liwat dinya bulu kuduk saya berdiri tegak sumpang sieun 
sadness,naha asa di lapangan ngarasa sedih ningali persib maen home sepi pemain cadangan gegara di dzalimi ku federasi sok sib buktikeun yakin bisa meunang aamiin
fear,intina makin loba bencana makin sarieun pisan 
fear,di belakang rumah aku ada yang meninggal cucu cucunya pada nangis patarik tarik sarieun
fear,anjir meni segitunya grgr corona langsung sarieun 
fear,jalan menuju cigunung di omean kitu nya meuni palaur kitu
sadness,budak keneh nggeus boga budak ath da ari indung na ulin budakna jeung ninina meni nalangsa watirna eta budak orokna
joy,abah guus endink bungah ningali rekor can pernah eleh di bpl tapi langkung bingah deui anjeunna tiasa maenkeun pemaen ngora 
sadness,ya allah syan meuni tega ka urang dinyenyeri wae aing ku awewe untung we teu berpaling ka lalaki ge 
sadness,hate peurih asa di turih raheut manah asa ka panah urg ingkah lain nyaah hampura geus cape euy
sadness,abi karunya warga nu ka banjiran wae atos 3 di tukang poe berturut turut
fear,wengi pisan ieu cibiru teh jauh palaur seeur nu teu leres
joy,dihaturkeun nuhun ka teteh anu nembe diangir wargi twitter tiasa babarakatakan sasarengan nuhun pisan teteh
fear,mun ningal laga sore kamari jeng tadi peuting asa melang keok telak pemain na berenergi tinggi batur mah 
fear,centeng mah boraha jd mantan dideukeutan ngadegdeg sieun
joy,kang sule seniman sajati nyakakak wa di bsw abdi mah ningal mang jajang minton sanggem abdi mah bsw buktos san s waos
fear,di ciwaruga odp covid19 udh ads tmpt kosan aku ih sieun pgn balik nguli tp takut
anger,naon aisia gelo sing bener atuh bagong teh eeuh anying kehed siamah ku aing rek diduruk eta heuncet maneh belegug jd jelema teh koplok
sadness,tengah peuting jemplang jempeling jol seak hate cing seredet sedih nu pgh tea asa hayang cerik asa hayang ngajerit maratan langit ngoceak maratan jagat bakt ku sedh na ieu hate anu pgh mimitinw kmha jol
anger,plis atulah corona geura musnah sia teh anjing goblog aing rek bimbingan kehed dasar virus goblog ih
joy,alhamdulillah bingah ningal barudakna sareuri lalajo si tayo
joy,balik ngebut da hayang ngompol di jalak keneh eweh cai manya kudu ngalaman make akua ath wow piraku makasih mantan kamu terbaik membuat aku babarakatakan di jalan karna kalakuan umak
sadness,ngan saukur tiasa nyaklakeun cai soca teu tiasa ningali langsung jadilah penerus agama dan bangsa jagoanku ikmal
anger,saria teh cicing atuh diimah goblog keur pandemi kieu
joy,ungah hate abdi ningali persib meunang ngalawan persija
anger,paduli lah aing mah mantan pdkt an sia ges kolot sagede kmh ge wani aing mah di galey ku aing masing badag ge anjing
joy,ya allah gusti aya we pikaserieun teh
anger,lebay lah boqsue bisi di galey kua aing
sadness,4 taun sakola na karunya mah kaka kelas urang 7 taun sakola didinya hungkul watir 
sadness,ka ciamis oh shyitt padahal urg rindu suasana mudik panggih jeung dulur dulur ngabring nalangsa bray mun bener teh
fear,ka pulau jawa asa keueung gempa mulai teh euy
sadness,hayo atuh umis enggalan uih karunya mang brian galau milarian umis meuni atuh abur2an wae beger kitu umis teh 
anger,paduli lah aing mah mantan pdkt an sia ges kolot ek sagede kmh ge wani aing mah di galey ku aing masing badag ge anjing 
joy,mm wareg alhamdulillah gusti meuni nikmat 
fear,alahsiah jadi gak ya ke sapar asa sieun bisi motorku melenyap soalny baru dimandiin
fear,di cisaranten kulon punten pareum listrikna lami nya plis keueung nuju nurut anjuran pemerintah
fear,ayeuna mah sarieun rek nakal teh tos cararaket nu ghoibna
anger,si uni ari nyablak inget ka paeh maneh uni yeuh dengekeun ku jejewir tah sa goreng2 pak jokowi eta teh president nu kudu di hormati jiga sia geulis percuma ari sungut jiga bukrem mah sia teh dsr eling maneh uyahan pisan jadi jelema teh sia
anger,heh sia heueuh sia aing keur ambek ka sia 
joy,teu kuat nyeuri kulit beuteung babarakatakan mana di tempat gawe keneh aing
fear,jalanan teh ramee tp naha asa keueung kieu loba mobil patroli 
fear,neme ge tlpnan sreng s mmh dlmbur ge berang meuni keueung djln sepi jlmi ge teu aya nu klluar mlhan nuju d pantau bisi aya nu datang ti kota
anger,anjing emang pep hayu ulin goblog aing keur aral
fear,ninggali bulan keur full moon jol sarieun nahanya
joy,alhamdulillah bisa dibere seuri walaupun keur nutupan kanyeuri selalu mensyukuri naon anu diberi
joy,nuhun beh nuhun yah abi seuseurian teleconference wengi ayeuna 
fear,loba anu labuh keeng kieu
joy,uing ie nyimak babarakatakan
joy,hebat si jenong aya di aussie bari ajrut tan huhujanan meuni bungah heheuy dedeuh
sadness,asa cuang cieung ari di bumi nyalira dede nju t dmang th hariwang t aya rencang pakumaha sok jug inget ka kolot ari tos kieu th 
anger,ih si aa na reu ngahargaan kaum jomblo anu sesah milari bikang sia geus aya hiji nu brbeakan der kanu lain comblangin sama temen alesanna bullshit sagede bagong
sadness,sedih euy waktu asa tereh amat nepi ayeuna can lulus lulus kumaha ieu
anger,dupi babangus t h upami nyarios disarengan ku polo supados katinggalna pinter sanaos belegug og
joy,malem wa anang ini asa sumbringah gitu ya mau kawin besok kali ya hehe
sadness,ngaku weh abi mah ayeuna keur saredih ningali umak ga jujur hnmm
anger,sia bondon teh naon ajig
anger,sia mah wani tukangeun ahaaaay lucu bgt kamu pgn nyabok beunget sia hahahay sia iri ka urng watir teu boga bbtran nu nyaa tulus ka sia 
sadness,hate peurih asa raheut di turih manah asa ka panah urg ingkah lain teu nyaah hampura geus cape euy
joy,makasih sia geus perhatian duh bagja boga adi th sanajan sok pasea ge 
anger,puntenan pisan ieu mah cik atuh anyinc setan iblis babi bagong batur th rek malodar garoblog ecreug geura bisi palidkeun ka cimanuk jin iprit neleu kalakuan saria siga kieu mah wereu blog ehh gusti ampun ka pangeran
sadness,asa sedih ningali persib taun kunaon jadi kieu ya ayeuna allah
sadness,bari ngusapan tonggong si mamski teh kunaon rarasaan teh nyaman ai diusapan ku si mamski teh nu asalna biasa wae jadi sok saredih aing ka kamar loba kenangan di kamar eta foto foto alika puisi puisi aing keur alika teu kuat aing ceurik deui di kamar
joy,kakara ayeuna persib eleh tapi hati tetep bungah optimis ningali permainan marake geutih kabeh
fear,tadi di jln mblnya ngerem sendiri ivaaaa serem deh ngadegdeg
joy,bieu alian pernah manggih duit tina pesak calana nu geus lila aing men manggih majuta ni asa bagja euy aslina
joy,alhamdulillah bungah persib juara wilujenggggggg
sadness,inallillahi mudah an teu aya korban bener nya harta mah teu aya nanaonan dibanding kuasa alloh mah
anger,geuleuh ih anjing eta ucing sumput ka imah nyumput ainx gera goblog nyopan pisan abuz ka imah batur tanpa permisi hayang neunggeul da
joy,tdi pas ulangan b inggris seru komo pas bgian listeningna aduh rame pisan kalah babarakatakan weh seri gra snesna ngerjakeun
anger,kolot bedegong ari ngalawan teu sopan ari ditahan emosi kadon ambek kapegung gera paeh atuh lah sia 
fear,jol hudang trus ngadegdeg sieun
joy,makasih banyak foto sudjiwo tedjo yg diedit jadi jack sparrow alhamdulillah seuri deui urang
sadness,ieu kuring naha janten hanjelu gara gara di chelsea teu aya fabregas deui
joy,sono sonten ieu turaes meni merdu tur panas na sa alhamdulillah
anger,garoblog da jelema teh ngariwehken we bisana teu nyaho aing lieur
sadness,rujiiiiiiiiiiiiit hayang mewek bari ngajerit hate the nyeri 
fear,udahlah jangan di jajadi keun beki keueung abi
anger,tetangga aing teh naha sih arolo olo pisan udah tau gang kecil buntu trs belok2nya susah aja nyuruh driver gofood grabfood nganterin ampe dalem gang sia teh pamalesan pisan anying cokot atuh kahareup gang watir driverna puputeran titatadi
fear,gilalah lagi sakit gini ditinggal drmh sendiri asa keueung
anger,nggeus atuh goblog parasea we hayoh plagiat ieu plagiat itu euweuh gawe hirupna teu kaop sarua setik disebut nurutan bubudakeun belegug siah
fear,anjiiiir sumpah ngabirigidig yeuh bulu kuduk sieun 
fear,wayah kieu sanes indigo ieu mah nya tapi keueung sieun tiap selama 2 minggu kapengker
sadness,plis atulah ga usah share lagi korban jalur gaza nyurucud cipanon aing mah ningalina oge plis nya bantu ku doa weh alfatihah
fear,duhh jadi sarieun kieu uy mugia t aya hal nu dipakarepkn kang duhhh 
joy,ngeunah seuri ya alloh gelut jeng orang abrajil pake bahasa sunda moal ga nyararambung atuh anying ah
sadness,deudeuh mang sing aya nu ngaborong mang sing sarehat sadayana nya
sadness,aing moal menanamkan benci najan sia ninggalkeun raheut na sanubari ngan kade naon nu di pelak eta nu di ala tengetkeun 
sadness,keuclakna maseuhan pipi nyerina nurihan ati ci soca nu harita mawa tunggara basa tresna udar tina simpayna
joy,nuhun pisan abdi tiasa seuri nyakakak mugi jadi pahala
anger,abeh ge teu nyangka harapan indah sesaat musnah ku rasa arogan hakan tah gengsi
anger,stay safe mang besar kemungkinan sih bner yg knren mninggal di bunut kena corona jg berharap sih bner ga kena corona klo bner trus ditutup2i anjing ieu pejabat
fear,pas intro oke fine kuat walaupun agak takut pas intro beres jol lagu abditeh bangsul auto muringkak eta mah te kuat sieun tp penasaran tp da sieun ayeuna
anger,tong asa aing payu kabeh jelema di rayu ku kitu na ge sia kagolong jelema nu ngahuntu hungkul
fear,keeng kieu di pabrik jaga mesin 5 posisi ku sorangan
joy,dina beus bari ngupingkeun doel sumbang nikmat kieu gusti
sadness,cibodas nya maribaya bukan dupi anu terang alamat lengkapna punteun kintun dugi nyurucud cai soca ereun perjuangan budak leutik
anger,hirup mah kudu natural terutama beunget sia tah ulah kandel teing ku bedak bisi iraha iraha aya nu ngepret era meuren ngebul
fear,minggu meni pikasieuneun kitu nya kinten2 sabaraha tah teu ibakna
anger,stay safe mang besar kemungkinan sih bner yg knren mninggal kena corona jg berharap sih bner ga kena corona klo bner trus ditutup2i anjing ieu pejabat di bunut
sadness,ngawadul jeung adi ngabahas man hanna nu rek lulus smp r k lanjut kamana jeung hayang ka hareupna kumaha bieu ningali r spon man hna kuat teu wasa sabab manehna geus gede deui wa jeung urang can jadi conto anu bener
joy,wengi bingah pisan dipasihan suasana candle light dinner di kota sukabumi ieu
joy,hahaha ajig nuhun ieu abi ngabarakatak
fear,aslina sob nu kamari bikin ngabirigidig lalajona g
anger,rek di ajar sombong ayenamah teu paduli bagong tea lah batur ge kitu ka aing 
fear,asa keueung nyinghareupeun kahirupan dunya ayeuna geus karasa geunyleung 
anger,nya marukana kudu kumaha kehed sia teh maenya weh erek digeder indit subuh nyikreuh terus ngojay mah cik atuh boga uteuk teh dipake mikir
anger,saeroyi pake acara ketabrak anying pisan
fear,beurang asa muriding padahal
sadness,panon bareuh lain d teungeul nyengceurikan nu jd kasalahan sesal emang datang belakangan
sadness,sedih cing demi ningali berita palestina 
anger,yeeeh nya budak teh beunang pisan dibejaan heup heula geura uulinan na peperiheun kalah gering sateh nu balangsak teh lain sia hungkul bebel nepaan batur engke nyusahkeun sarerea kehed teh engke
sadness,ceuk aingge tong balik kan jd we nyeri hate 
fear,tara tisasari ieu rasa asa melang kanu anggang ngabalukarken mekar lir kembang malati hate sok hariwang sieun eneng kagembang ku jajaka nulian mugia salira sabar satia ngantosan dugika waktosna urang tiasa rerendengan dipelaminan
anger,bismillah gua tu heran yang fakboi temen yang di katain gua si bangsad mun teu terima sok atuh ribut jeung aing tolol astagfirullah istifar
sadness,kaduhung kieu nyokot 24sks ya allah
sadness,ya allah neng aa hate mah ngajerit hayang nulungan neng
joy,alhamdulillah sehat baca status na tambih sehat da seuri wae ngabarakatak hahaahah
anger,anjing jaket aing turun harga
sadness,deudeuh jang cing ageung milik
joy,di imah alhamdulillah sabenerna diluar dugaan edukasi tentang wabah covid 19 ternyata geus nepi ka pelosok matak teu aneh di masyarakat urang loba nu geus kabangun kasadaran na nerapkeun pola hirup sehat jeung mariilih cicing jadi lain pedah kasieunan sih
joy,haturnuhun ang tos merhatoskeun para distrik taun ieu karompak sareng te silih pagedrug antar distrik
fear,pabrik2 sanes kan mulai berlaku libur nu terang abi changsin nu acan libur komo mun pp pake kendaraan umum pasti keueung
joy,muhun nuhun alhamdulillah asa kumaha nya sesah nyariosna bingah
anger,naon aisia gelo pisan sing bener atuh bagong teh eeuh anying kehed siamah ku aing diduruk eta heuncet maneh belegug pisan jd jelema teh koplok
fear,sarieun tea urusan sareng gengster mah ah
sadness,nalangsa mun gs ngbrol ngaran bbtran atw sahabat urang cuma boga keluarga eta nu slalu aya
joy,reugreug ah ari ngalewatan hari salasa teh asa meni reeus iye hate gustiiii
sadness,ku bakat sabar wae nepika cai soca teu katahan sing kuat namina ngumbara sopi sing kuat jauh ti kolot sorangan can karasa k mnehna antepp eweh nu ngarti hji2 acan geu nu penting mah gawe apanan
joy,sumping ka bumi persib kengeng asa bungah kieu poe ayeuna nuhun pisan
sadness,dina tv asa peurih batin teh ningali mantan boga budak sok cirambay cai panon lamun ningali bcl mangku budak duh gusti peurihhh
joy,asa ku nikmat kieu gogolehean bari ngupingkeun lagu papatong koneng versi koplo
joy,si pujaan hati membawa kejutan nga sms gitu meuni bungah pisan hate teh kamari
joy,raresep ninggalan foto nu pariknik barungah baragja maraneh edan nuh
anger,mun geus anjing mah da kumaha deui euy wasitna ge kudu rada dipantau
joy,alhamdulillah baca status na tambih da seuri wae ngabarakatak hahaahah
anger,aing teh kdg suka lier sarua lalaki ambek kalo chat di bales padahal sia ngechat cuma p doang kumaha aing hayang blsna susah pisan keknya ngetik nama atau salam gitu
anger,yeeeh nya budak teh beunang pisan dibejaan heup heula geura uulinan na peperiheun engke kalah gering sateh nu balangsak teh lain sia hungkul bebel nepaan batur engke nyusahkeun sarerea kehed teh
fear,isukan arek daremo moal nya sarieun euy isukan bade kaluar sing aya nu ngajieun jalanan maceut jadina weuh sarangeuk tp na da kumaha nya mun gawe mah teu bisa deui di tinggalkeun
joy,bungah kacida ngeclak cipanon indung reugreug kacipta ngaheulas wujud nu jadi bapa geulis kasep sing saroleh sing jarujur takabur
sadness,nungguan 4 taun ujungna kieu saredih kieu gusti kalian mun dikieukeun bakal sedih moal euy 
anger,apa atuh ini teh kekinians tapi keblinger cik atuh lah nga adminan akun official persib teh baleg saeutik mah jangan kayak gini caranya jangan malu2in ya punteun pisan ini mah
joy,bungah jeng plong hate teh kacumponan muludan mah tinggal mayunan rajab mudah mudahan kengeng rezeky na
joy,sanes jurusan basa sunda tapi meni teu raos ninggali aya nu kieu
joy,meuni bungah boga batur jago sunda i lop you eureun2
sadness,cing atulah mawa mantan sok rada nyeredet kana hate mantan mah knangan
anger,sok gera datang atuh geus kuat hayang neungeul
sadness,saredih kieu eum bulan puasa maju k tapi pabaliut jg wabah ya alloh mugi sing teras rengse ieu wabah hoyong kempel sareng sanak sodara mugi disehatkan sadayana aamin
fear,nya eta parah pisanpernah basa eta didinya untung katahan jaba ker tarik jeng sanes eta wae pokona jalan soreang arah ciwidey atau sabalikna banyak lubang palaur tos seer korban soalna
fear,sok palalaur maenya budak awewe resep k awewe mana sd keneh ieu th herey ato benern budak nyieun status th asa hariwang 
joy,tiap malem dia nelponin aku ke esia yg 375ribu aku sok babarakatakan ngadenge si eta ngocoblak mungkin itu yang namanya di sekil huft 
sadness,bray jirim anjeun ngarongheap dipasieup ayeuna imut nu ngaruntagkeun jajantung sajongjongan lelembutan kasirep teuteup nu weleh meungkeut kuring sumerah walakaya jadi tawanan nepi ka
fear,sok sarieun ai aya kemenkes onlen teh
sadness,ya alloh numaha sagalana abdi nampi kana sag la naon 2 nu pasihkeun ka abdi mung ka gusti abdi sumerah diri dina sagala cocoba
sadness,najan motor urang boyot ge watir ningali si bapa ngadorong motor da mun eta urang ge kudu ngadorong ti jabong ka palasari ciater mah mengok lur
sadness,asa saredih papisah jeung bulan romadon sok sieun wee tahun hareup can tangtu bisa panggih deui
sadness,alika ge nalangsa sigana komo lamun naon wae nu pernah dilakonan jeng anhar heg kajadian deui jeung salakina eta bakal kasiksa kacida sabenernya mun dibayangkeun mah anggeus mah sok weh sing salabar heg mun bobogohan teh cing bari usaha bisa nikahna jeng nu eta ayeuna
fear,asa sieun asa rek perang rarasaan masih kenh bisa sare tibra
fear,anjir mun masih keneh kieu mah dek ka jakselna ge sieun
joy,alhamdulillah bagja tiasa ngabantosan rekan2 nu teu acan gaduh damel mudah2an sagala rupi amal ibadah na janten berkah amin
fear,gini gening salatri teh ngadegdeg sieun pingsan 
sadness,hayo atuh umis enggalan uih karunya mang brian galau milarian umis meuni atuh abur2an beger kitu umis teh
sadness,ngajerit hate ge ai hrp anger kieu mah btr mah moal apal jng moal bsa ngarasakeun
anger,ngomong naon ieu anying sok intelek
fear,dooh jadi sarieun kieu ningan nyebut bu nyebut buut buut buut kitu istighfar bu
fear,saya pernah kaditu pas backpacker ka jogja nyalira tujuanna bade tapi pas jalan uih ka kota ningali plang candi ratu boko dongkap sonten emang muringkak sih ka tebing breksi
