Emotion,Text
anger,goblog awewe teh bisaan ngelakna ih anjing ijid demi allah ges aya bukti oge angger we teu ngaku
anger,pedah naeun keuhel ka aing ari aing geus nyusahkeun naon ka sia bisa2na maen magic t bro k aing mah mempan nu kitu mah zaman
fear,meuni keeng kiye aduhhh gusti hujan the jng dor dar gelap
joy,sok meni atoh ningali pemuda nu kitu teh
sadness,inget baheula keur keutik nempo haji geyot di diperempatan ged merdeka asa waas
anger,gokar punteun buat yg pd nongkrong yg jalan2 gajelas punteun ieu mah ari sia goblog2 teuing sih sia terpapar korona di luar nu ge di imah beunang cik karunya ka diri sorangan teh gobloggg cicing heula saminggu mah dripda cicing di r isolasi teu kaluar2 sateh
sadness,deudeuh teuing jang kagentosan
sadness,mang euleuh punten ah tong nga upload photo korban na atuh meni asa teu wasa ninggal na ge 
sadness,kieu kanyataan na matak nalangsa ti awal maen ge karunya
fear,urang ge bakat ku sieun ek pindah imah 
anger,tolol panitiana akibat pandidikan tinggi tpi teu ngaji jadi tolol
anger,baledogan endog sulanjana na teu boga pipikiran manajemen teh ai opa gomez mah geus puguh lolong ka pamaen lokal nu garoblog asisten na kepret ku aing
joy,tah kitu sok reueus ningali nu teh komo ciga ambu di pangmbaraan panggih jeung urang sunda teh bungah kacida
sadness,innalillahi wainna ilaihi roojiuun deudeuh teuing jang
sadness,inget keur keutik nempo haji geyot di diperempatan saacan ged merdeka asa waas baheula
sadness,ninggali mamah uwih dagang ti pasar ujungberung meni sedih naha make jeung dtutup sgala tinggali supermarket meni buka dugi k wengi d lebet supermarket oge teu sadayana sembako hampura curhat da abi mh jalmi bodo jd bisana ukur ambeuk kbegung hungkul
anger,tah ya coba mikir yg masi bisa bisanya nongki otak sia dimarana anjg teu ngarti pisan cik tingali goblog ku saria tong ngarasa masi muda padahal mah kan gatau maneh matak ripuhh kehed ges saria cicing kehed teh tos kena imbas weh ka nu kolot ibu bapa kakek nenek matak ripuhh kehed ges saria cicing di imah kehed di imah
sadness,oh jadi gini kelakuan urang bebelaan ngadekem dikosan nahan balik ti jakarta ka tasik ngarah jadi carrier tapi kalakuan maraneh kitu solider urang balik maenya maneh balik karunya kolot di lembur rentan virus atuh gais cape lah ngomong jeung nu paduli
sadness,nepi ka teu bisa balikna 1 minggu banjir masih tinggi daerah sapan arah majalaya kumaha ieu karunya anu d imah
fear,nya eta parah pisanpernah basa eta didinya untung katahan keneh jaba ker tarik jeng sanes eta wae pokona jalan soreang arah ciwidey atau sabalikna banyak lubang palaur tos seer korban soalna
anger,naon sih maraneh teh goblog maju kadieu sia teh anying goblog wawanian sia kadek sia ku aing
fear,rek masang wifi deui tapi sieun teu kabayar euy
anger,sok geura lamun ngomongkeun aing teh ditukangeun aing laahh diharepeun komuk aing wee ambeh langsung didagor kuaing
anger,saha sih aing meni kepo pisan anying sia babi bagong
fear,odp covid19 udh ads di ciwaruga tmpt kosan aku ih sieun pgn balik nguli tp takut
anger,puntenan ieu mah cik atuh anyinc setan iblis babi bagong batur th rek malodar garoblog ecreug geura bisi palidkeun ka cimanuk jin iprit neleu kalakuan saria siga kieu mah wereu blog ehh gusti ampun ka pangeran
fear,hujana meuni gede tur palaur ku petir mudah2an citarum teu luber
sadness,naha nya min urang mh sok disiasiakn ku lalaki padahal urang mh nges bener bener kurang kumha urang mh min diselingkuhan diharepen ge sabar
sadness,setiap inget we pasti clak cai panon ayn mh gs bda wktu knyaahna gs bner2 lengit psan gs eweh jdi prcuma ngarep kenh g balik deui
anger,tetangga aing teh naha sih arolo olo udah tau gang kecil buntu trs belok2nya susah masih aja nyuruh driver gofood grabfood nganterin ampe dalem gang sia teh pamalesan anying cokot atuh kahareup gang watir driverna puputeran titatadi
joy,nempo kieu hungkul ge ngeunah seuri membuktikan sebuah kebodohan mereka
joy,ngupingkeun tembang2 john lennon di baturan ku cikopay sareng cai hujan ditambih sesepeun gusti aya ku nikmat 
joy,malem ai minggu t h sok atoh lah atoh bag an ngaronda d
anger,gararoblog tangkurak anying mah keur butuh ge di paok we bebel mah santet ku ainh mah lah
joy,dulu mah nya nepi ka bosen aih ningali justin di tv teh eh ayeuna mah bungah pisan mun ningali
joy,alhamdulillah sabenerna diluar dugaan edukasi tentang wabah covid 19 ternyata geus nepi ka pelosok matak aneh di masyarakat urang loba nu geus kabangun kasadaran na nerapkeun pola hirup sehat jeung mariilih cicing jadi lain pedah kasieunan sih di imah
sadness,ka kosan sok hyg balik trs ceurik sepuasnya tanpa ad org yg komen komen ajig
anger,jokowi teh ngaran jelema nu geus ngaruksak kahirupan rakyat indonesia ti mimiti ekonomi nepi kana hukum maneh lieur ngiluan we make heste
sadness,kaduhung kieu nyokot 24sks ya allah
anger,babangus teh meuni ngeunah eta engke si mamang ge ka kepret ku sutet modyar
sadness,dugika kiamat yahudi bakal ngadoreksakeun ka umat islam tapi ai ningali kieu mah gusti meuni nalangsa didieu kur bisa ngadoakeun
fear,tuh pan ahirnamah ngaku ning aduh jadi sarieun kieu nya asa araman bade kamamana teh palaur duh gusti
sadness,yang udah aman aja kena jebol apalah urang ini atuhlah sosmed juga isinya gitu2 aja rekening bank juga kosong hutang dimana2 mau ngebobol apa meuni sedih euy hirup teh 
joy,alhamdulillah yaa allah mung sakieu ge bingah ningal mamah sareng bapa tiasa ngaraoskeun hasil jerih payah abi
anger,sia ngomongna ayeuna milih aing mun sia putus jeung nu buktina sia kanu sejen koplok lah ngahuntu hungkul siamah
sadness,sabar jims tong babay2 an atuh lah menii saredih 
joy,aya ku ngeunah seuri ya allah alhamdulillah
sadness,duh gusti cai soca tiasa ditahan nalika suling gugupai kana di balong manah nyeredet kana hate hoyong uih ka pilemburan malikeun waktos janten budak deui guyang ngurek belut di sawah teterengkelan kana tangkal tatangga gusti waas ku sulingna
fear,urng bingung nu make akun c viki saha nya sok asa ngabirigidig bulu punduk serem 
joy,indah itu ketika hudang sare anu dipikahayang didepan mata tinggal melesat nuhun gusti
joy,ieu meureun anu ngaran katresna teh hat ngalayang bungah kacida unggal di kebon binatang ningali ci amang teu weleh inget ka salira
anger,china eweh basa pisan anjing hampura wae mah da menteu bagong teh lah nyusahken korona balik lewat mana siah anying sok
joy,nuhun ieu obak dkk ngeunah seuri setelah sekian lama teu ulin jeung barudak sa rw jeung emang sorangan sakalina ulin ngeunah seuri pisan hahahha
anger,dina jantung atuh anying aku teh gak mau marah marah sama yg bandel kumaha sia weh cau maruk korona teh dianggap panyakit biasa wae kumaha mun allah ambek gede terus ngajieun panyakit bisul siah
anger,rek kanyut bijil dina tarangna paduli bagong nyak wa
sadness,nyurucud cai panon ningali perjuangan c febri lulumpatan ngudag bola umpan barutut htr nhn bow maneh hijina nu ngangkat martabat persib
sadness,ku tirisna oge tos teu walakaya mugia teu sareng banjirna ka dulur di lembur ka baraya di kota 
fear,gustiiii kaka meuni horor iiihhhh
joy,sampurasun nuhun gusti tos ngagugahkeun abdi sadayana dugikeun tiasa keneh netepkeun diri nyembah ka anjeun mugia kersa maparin kahirupan anu pinuh ku ginanjar kawilujengan dina sesa umur abdi sadayana aamiin rampees
joy,alhamdulillah ngiring bingah ningali anjeunna tos seperti biasa nuhun gusti
joy,ngupingkeun wanda jaipong direncangan ku cikopi mah euh asa ku nikmat geuning nya
joy,dan selebrasi pun jadi seuri nyakakak lain pedah goal tapi pedah uusekan hese kaluar sukuna 
anger,tampiling padahal mah ku si emakna
sadness,duh gusti bagja kacipta nalika raga ngaraba takwa lain beja lain carita cai soca ngeclak emut kana dosa
anger,sok hayang ninggang na ka aing da nu kieu kerewes ku aing bengeutna leyek kanjutna anjg rudet aing ningalina ninggangna teh ka awewe nu berdaya wae deuih s anjg teh
fear,pas intro oke fine kuat walaupun agak takut pas intro beres jol lagu abditeh bangsul auto muringkak eta mah ayeuna te kuat sieun tp penasaran tp da sieun
joy,asane teh meuni bungah pisan mun ningali o0m didi ngalangkung di beranda twitr abdi
fear,asa hariwang asa teu kieu ya allah ya rab
fear,asa keueung nyinghareupeun kahirupan dunya ayeuna geus karasa geunyleung 
fear,beurang asa muriding padahal
fear,hariwang nempo persipura fullteam bismillah weh susuganan bisa meunang
sadness,ker urang sukabumi moga di pasihan kasaban cocobi ti allah interpeksi diri urang bae ayenamah aya naon allah masih cocoba ka urang sadaya abdi turut perihatin sing sabaar nya di tanggerang
anger,hirup mah kudu natural terutama beunget sia tah kandel teing ku bedak bisi iraha iraha aya nu ngepret era meuren ngebul
anger,orang bandung yeuh ngerakeun pisan si anying
anger,rarasaan urang nu baragajul tapi asa bejad siga si abu janda nu wani nepi ka ngagogoreng ulama pertanyaan na naha si eta sakola agama oge sih siga ulama nu sejen tapi heran na loba nu ngadukung statement siga kitu patut artis deui asa beuki ku rudet
anger,di galey ku aing sakali kali mah kabina2 sok sugan aya nu pangmelakeun sakalian dirempetkeun kuaing kagok
joy,ya iya atuh bahagia pisan makasih teh nisa
joy,alhamdulillah pisan gusti akhir tahun teh berkah
anger,baheula sia teu boga hate sugan sia ngomong naon wae ker kehed beunget sia anjng emang paeh weh sia
anger,sing sumpahna aing mun jadi presiden atau dpr motor murah nu make knalpot gandeng tewakan hiji2 titah denge eta knalpot ti jarak 2 senti annoying pisan anying teh kan kasian siput di ceuli aing tidak comforteun jadinya 
anger,awewena belegug teu pd dtang botak jg daek d kitu iy jiji jijiiii tablo ka dukun
sadness,lembur kuring taya duana ngoceak manah asa sonona
sadness,ukur ngembeng cai soca wasa wakca balaka harita pisah jeung ema nu mulang ka alam baka
fear,aing sieun ngadenge suara ambulan
fear,padahal nu di sms teh lain sasaha tapi mun ngbales teh sok asa hariwang
fear,njirrr suka muringkak bulu punuk da ai aya lok lok jam seginih teh hororr atuda ihh
sadness,bari jeung teu ngarti naha teu puguh2 cimata ngeclak kana pipi inget indung bapa nu tos beda alam ya allah gusti mugia ditempatkeun disorga
joy,meuni bingah uy manchester united menang teh keur mah calik dipuncak klasemen ditambih gaduh pertandingan sisa 
anger,salah sorangan beunget sia hicing wae nyaho siah aing beunget sia boga masalah jeng batur anying
fear,rewas dayyyy tetep we muringkak sok denger ge
sadness,teu kiat muragken cai soca nyuhunken ampun ti sdya dosa
anger,sia mah ngomong teh pisangsaraeun anjing pisan jelema teh sia mah omongan aing teu didenge jdi hutang ngalobaan anjing edan bodo tpi kudu diturut pendpat na teh pas jdi loba hutang nylahkeunna ka aing kan goblog
fear,blm positif sihh ngan odp dellll sieun we sokk 
sadness,asli wa aing mah dibahas wae mah kalah sok piaralen nyurucud cai panon weh hayang leweh panto kamar weh rajet jadi tumbal
joy,bulan bentang endah na mere liwat caangna duh dunya tengtrem na ka bungah
anger,yang namanya novita hayu atuh ribut jeung aing sia nyatumkeun nomor aing aing di telpon2 nomor teu di kenal dibilang sodara sia aing geh teu nyahoo sia idup apa paeh
sadness,nyeredet hate ngucur cai soca teu karaos pas maca tuitna bener2 pas ngena kana hate yu urang sunda follow
fear,serem ninggali berita loba nu mokat gara2 miras oplosan meningan tuturkeun uing ngoplos indokape make susu geus mah halal pulen deui ceng
sadness,asa saredih mang euy ngareri kayaan
sadness,teu wasa ninggal foto sareng video sing curucud weee ieu cipanon 
joy,enbae loba hikmahna mah aslina nuhun gusti nuhun pisan
anger,muslam muslim muslam muslim gandeng sia amin rais kehed kepret geura ku aing 
sadness,alika ge nalangsa sigana komo lamun naon wae nu pernah dilakonan jeng anhar heg kajadian deui jeung salakina eta bakal kasiksa kacida sabenernya mun dibayangkeun mah anggeus ayeuna mah sok weh sing salabar heg mun bobogohan teh cing bari usaha meh bisa nikahna jeng nu eta 
anger,jelema anu musingkeun nyaeta jelema nu hituna di cangeum terus di biuskeun kana babangus aku terkutuk sia goblok 
joy,paling nikmat teh lamun saharian geus cape balik mandi gogoleran sabari jendela dibukakeun duuh nuhun gusti ka imah
fear,yaallah lemes bgt ini kaget gaboong liat foto susana di tl serem yaallah lemes ngaderegdeg
sadness,asa hyg cerik asa hyg die untung ngan saukur asa hyg
sadness,plis atulah ga usah share lagi korban jalur gaza nyurucud cipanon aing mah ningalina oge plis nya ulah bantu ku doa weh alfatihah 
anger,mun anjing mah da kumaha deui euy wasitna ge kudu rada dipantau
joy,aslina ih abi pernah ngadenge sora si cepot hungkup ge geus babarakatakan kuatka peureus kadut
anger,ngeraken garut wae siamah plokk ah 
anger,tangkurak sia kekey anjing pantes mereun sia kikituan
anger,tolol ko bangga ai sia tolol euy bagong sia
joy,alhamdulillah tiasa jumatan setelah berkeliling yg lain pd di masjid jami cibabat cimahi tutup waas pisan kang
fear,ava maneh ganti ngadegdeg nempona ge
sadness,asa wasa ninggal mamah n bpak riweuh qtu
joy,alian pernah manggih duit tina pesak calana nu geus lila aing men manggih majuta ni asa bagja euy aslina
fear,mati lampu ujan dordar gelap keueung to the max 
sadness,saredih kieu ningali si ariel ihh sabar yah riel 
fear,ayeuna mah sarieun pisan nakal teh tos cararaket nu ghoibna
joy,tong nepi diekspor kade kang alhamdulillah hade kabarna
joy,kirang naon deui gusti allah mah nembe oge dua bulan damel di jakarta dipangmasihan keun jalan ngarah tiasa uih langkung gampil hatur nuhun gusti ka garut
joy,bagja bungah kacida mun boga pasangan nu bisa ngabungahkeun kana hate nyumangetan kana hirup jeung ngarti kana kaayaan nu keur d lakonan 
joy,kadang sok bijil rasa bangga ka budak nu kasebut ti keluarga teu boga tp manehna gs mampu kerja keras kana usaha urg leuwih ngahargaan budak kieu dr pada budak nu bisana ukur barang penta ka kolot bagja jang cing gede rejeki 
anger,hirup tong sok balaga bisi akhirna di pikangewa kaduhung akhirna menta hampura teu di tarima sakitu 
anger,eta hayang digaplok ku duit gocapan meuurrr wanian
joy,hahahaha hahahaha hahahaha duh ari ngadarongeng teh ni heboh kieu yeuh matak nyakakak sorangan untung teu di sebut ebel yeuh
anger,tungguan weh nder kamu sukses pasti hyg balik deui ke ge mun teu ngajak nikah pasti minjem duit lalaki bangsat bedul siah goblog euy
sadness,sedih ningali persib latihan ngan 10 jelema sedih adek baang ayeuna
fear,punten ieu admin abdi nyampekeun keresahan warga lembur bahwa abdi aya pendatang ti zona merah 2an mereka acan lapor ka pihak kasehatan atau rt setempat saya salaku warga ngarasa sieun soalna eta omat keluyuran tanpa pake masker atau alat pelindung salayakna di lembur
joy,alhamdulillah tiasa kempel meskipun tambah sibuk
joy,mhn kang jumat kamari aya broadcast wa ti kec jumatan di tiadakan di kec abdi kamari pengurus masjid rapat ngabahas jumatan dinten ieu koordinasi sareng pihak terkait alhamdulillah dinten ieu tiasa jumatan diterapkeun oge standar pencegahan
anger,sia boga hate sugan sia ngomong naon wae ker baheula kehed beunget sia anjng emang paeh weh sia
anger,babangus teh meuni ngeunah pisan eta si mamang engke ge ka kepret ku sutet modyar
anger,eh anying sia goblog pagi performa rusak anying gusti allah nu agung tah tingali sia anying goblog bagong jadi 66 dari 100 ah si tolol kalakuan siga dajjal apal aing ge sia loba duid tapi tong kitu anying kehed lah
anger,tong seuri bisi di tonjok ku aing 
anger,goblog kudu gering hla nyaho akibat korona usaha hese
fear,urang kudu kumaha atuh kang asa kareueung ieu teh
joy,mulai ajig pikaserieun wae ieu
anger,viralin viralin bengeut sia anjing lah beunghar kakarak oge geus ngalunjak keun ku gusti allah hayang teh di harita cokot deui da babi ciga nu ngalaman wae kasusah sia sia susah mah ka saha mun lain ka keluarga aing
sadness,aman di dinya sep asa ngadadak sono balik anjir ngan maca berita eta inget oge ka indung 
joy,anyinggg nuhun ieu maca komenan netizen bandung meuni bahagia kieu abdi
sadness,teu wasa ningal foto2 asa nyelekit kana hate
joy,alhamdulillah meuni nikmat pulang2 dikasih makanan desa
anger,lamun deuk ngruskeun hirup aing ulah kagok sakalian atuh biayaan aing bere pasilitas ulah ngan ngahuntu hungkul goblog
fear,naha hujanna kudu serem kieu coba diriku lagi sendirian tau
anger,kolot bedegong ari ngalawan sopan ari ditahan emosi kadon ambek kapegung gera paeh atuh lah sia
sadness,di lembur masjid kolot meuni sedih ningalna sugan bisa di omean deui daerah cipanas
anger,nareangan pinafsueun wae ge aranjing teh isuk keneh
sadness,nalangsa lebah dieu muslim kudu sabar teh
sadness,oh jadi gini kelakuan urang bebelaan ngadekem dikosan nahan balik ti jakarta ka tasik ngarah teu jadi carrier tapi kalakuan maraneh kitu teu solider urang teu balik maenya maneh balik karunya kolot di lembur rentan virus atuh gais cape lah ngomong jeung nu teu paduli 
anger,until tumorow teh saha si anying pansos pisan euy
fear,pengen ke kons butuh internet tapi da sieun
anger,ceuk aings ge naon baelah da ges biasa dikieukeun mah dagoan babales ti gusti nu agung weh 
sadness,wasa ningal foto2 asa nyelekit pisan kana hate
fear,iih serem bngt ceritanya ngad r gd g
anger,goblog pisan eta jelma mun deukeut kepret ku aing
anger,mun kapangih blo urg ikut nya hayang neungeul urg the geus lila ey teu neungeul jelema
joy,alhamdulillah pami tos sodakoh aya wae babalesna anu langkung nuhun gusti nu agung jumat ieu berkah
joy,ayeuna nuhun beh nuhun yah abi seuseurian teleconference wengi
anger,punya pacar gaada pedulimya anjing emang
joy,aslina bingah lihat c tteh udah berhijab
sadness,urang hayang leweh lain nyengcerikan jelema tapi hayang leweh naha sih sifat teu bener nu maraneh na boga naha jadi ka urangkeun 
joy,ngeunah seuri ya allah nuhun sing sarehat
sadness,nepi mun inget indung kadang sok cirambay sorangan teu pupuguh kaduhung emg sok paneuri matak nu boga kneh indung heg sing enya2 birul walidhain ayeuna
anger,naon ai sia jelas pisan bagong
joy,asa sono bukber di tamansari nu kaluhur sg naon teh ajang canda tawa silaturahmi asa atoh teh ti lembur di cafe ulin ka kota
fear,peuting tadi kuring ngimpi ngeunaan aki kuring deui tapi waktosna ta pikasieuneun urang angkat ka leuweung saurna urang ampir nyampe ka tujuan pas nyampe kuring ngajerit jeung ceurik 
anger,yeeeh nya budak teh teu beunang pisan dibejaan heup heula geura uulinan na peperiheun engke kalah gering sateh nu balangsak teh lain sia hungkul bebel nepaan batur engke nyusahkeun sarerea kehed teh
sadness,urang ges baheula kaleungitan dika nu nu resep ka agama sok cicing di musholah ngeclak ci panon kana sajadah
anger,tangkurak sia tolol hed ngerakeun sunda bagong sia 
sadness,ayeuna subhanalloh deudeuh bandung mah sanes heurin ku tangtung tapi rata ku cai
joy,berkah dari corona udara kotor jadi kurang pisan alhamdulillah menghirup udara lihat si adit alus si eta dina transport jadi ka lingkungan emang berkesinambungan edannnn urang senang juga sebagai pesepeda abal abal yang mencari konten sg eh banyak yang ngikut sukakkkk
fear,tarawih pertama biasa padesek desek sekarang palaur juga mau ke masjid
sadness,enya ge urang seri da anger jero manah mh ngoceak ngaraskeun kanyeri 
anger,viralin viralin bengeut sia anjing lah beunghar kakarak oge ngalunjak keun ku gusti allah hayang teh di cokot deui da babi ciga nu teu ngalaman wae kasusah sia sia susah mah ka saha mun lain ka keluarga aing harita
sadness,sasapoe di kosan teu dahar sangu sieun aya korona yawloooo peurih amat iyeu hirup
fear,seandaina pindah warga negara jiga pindah kontrakan aslina da mending kaluar tidieu sarieun ningali ka ayaan na
sadness,wasa ninggal org nu dipikanyaah nangis perih hate teh
fear,serem anyink malem2 kieu
fear,tadi aing dihareup tablo eta aing lumpat gara2 ngadenge sirine
anger,ribut jeung aing sia
joy,allahu akbar ini tangisan kebahagiaan hatur nuhun gusti hatur nuhun persib hatur nuhun bobotoh
fear,dirumah sendirian walaupun ngadegdeg sieun tetap semangat ngerjakn tugasna
joy,hello goal hunter keok nu penting si eta ngasupkeun ngoahahaha ngeunah seuri macaan mensen
fear,di riung bdg sarieun kemarin udah ada yg corona suganteh bohong
joy,sae nya kang ai ningal kompak kitu teh bingah ningal nage d sok janten kangen ai emut bndung teh
joy,mani bungah ngupingkeun barudak nu keur tasrifan alhamdulillah sing harasil bageur nu dipimaksadna aamiiin 
fear,bakat ku nyaah jeung sieun kaleungitan mneh urang teh
fear,astagfir ieu masjid meni keeng kieu bulan ramadhan beda pas
joy,duuh abdi rumaos bingah pisan gaduh pamimpin sapertos akang anu sanggem turun kalapangan kangge ngatasi banjir
anger,tangkurak sia ajig loba babangus cungurrr 
anger,sia nu tiheula di cacag ku aing setan
fear,om meni sarieun ulah kekerasan om ah 
fear,bener apalagi dijalur cinunuk udah jalan sempit palaur pisan
sadness,akibat loba teuing pulah pilih niatna hayang neangan nu tapi akhir na sakur menang kapeurih
sadness,tepi ka ceurik aing nempo ieu duh anjir
sadness,tapi angger pak ning ah patani nu benang gusur mah aya waeee karunya petani beuki seer proyek nya beuki wee seep mata pencaharianna punten regepkeun pak
anger,ari sia gelo atasicoronadgsyariah emang virus paeh ku syariah kehed 
