1	baju téh masih kénéh cekap?		
1	Kuring meuli comro nu teu babari buruk di si Ibu péngkolan		
1	Kuring keur teu damang ku kituna teu waka asup sakola		
1	reureuh heula di jalan anu datar		
1	Ulah depa waé		
0	Ulah deukeut teuing bisi katajong		
1	Lamun ka indomaret pantona kudu di dorong		
1	Eutikna kembang ieu!		
1	Manéh disaragam mah kaciri gagah pisan.		
0	Nyieun KTP di kalurahan mah teu gancang.		
0	Geus gaya kieu mah kudu dibawa apel		
0	Geblah-gebloh kacida sia mah, baju karék dipaké génan geus ledok deui.		
0	Geus gélo budak téh, uing papatahan malah ngalawan!		
0	Sato naon éta? Mani geuleuh!		
0	Ani nyaéta murid paling geulis di sakola kuring		
1	Beungeut manéhna goréng patut		
1	sareng sakumna warga sukan-sukan tur gumbira bari olahraga		
1	Domba garut nu manéhna beuli kaasup hadé		
1	geus lumpat jadi halabhab		
1	Haté karasa hampang sanggeus manéhna dinyatakeun lulus sidang.		
1	keur hanaang kieu mah ngeunahna nginum cai és		
0	Aa, pangmilariankeun sisir di handap kasur!		
1	mandi ku cai haneut		
1	abdi hanjakal teu lanjut kuliah		
1	lauk eta hanyir		
0	Jumatan di balé désa supaya meunang dahar haratis		
0	Riko teu asup sekolah soalna keur hareeng		
0	hareudang kieu mah ngeunahna nginum es kalapa		
0	Tong lami teuing, mamah hariwang		
0	Rambutanna haseum pisan.		
0	Ulah hawek kana harta		
1	Korsi téh geus heubeul tapi awét jeung katingali kuat kénéh.		
1	kalakuanana mani heuras		
1	makin heureut		
1	Hipu pisan ieu korsi		
1	Geus hipu can?		
1	hirup kénéh geuning ieu hayam téh		
1	Sok horéam ari poé Minggu kudu indit-inditan téh		
1	héngkér tanagana		
1	hésé diatur		
0	Kuring indit ka pasar jeung indung batur tadi isuk-isuk		
1	janglar ngadenge na		
1	Jauh-jauh ti Cianjur datang ngan dagang bubur		
1	jembar manah		
0	jembar élmu na
		
0	jembar panghampura		
0	Ka makam weh lamun neang tempat nu jempling mah		
0	Kuring kaduhung ngajak manéhna ka imah nini sabab jelemana culamétan		
0	Kela, kagok rek adzan		
0	sakaligus ngaraketkeun kaguyuban antawis warga masarakat		
1	abdi kapok telat ngerjakeun PR		
1	Lamun ditetelan alkohol eta anu bareuh osok karangsang nyerina		
1	Seblak dahareun karesep si Ica		
1	minuman ie kareueut		
1	Kari daékna hungkul da modal mah geus aya		
1	Kari tulang hungkul awak na, béak ku panyakit		
0	Riko kasep pisan lamun cicing		
1	Budi nyaéta budak paling kasép di kelas kuring		
1	Nyai Asih kateken batin na saenggeus dicarekan ku kolotna		
1	Nu kayas kantun sakodi.		
0	Dosén éta kejem ka mahasiswana		
0	Kuring keur keuheul ka manéhna sabab teu datang pas kamari ulin		
0	kedah kiat		
0	Tangan kiwa kuring kacepit		
0	Péso nu geus kodol téh kudu diasah méh seukeut deui.		
0	manéhna kuat sanajan ditabrak		
1	Barang ieu kuna pisan.		
1	Seblak kuring lada pisan.		
1	Lamun ngomong ulah lalawora		
1	mani lami		
1	budak leutik eta dahar coklat manih lamokot		
1	ceunah vampire tiasa hirup lana		
0	Lamun indit ka palebah dinya sok aya larangan		
1	Bus ieu jalan laun ku sabab geus nabrak mobil saacanna.		
1	Teu pati lembut ah simbut nu ieu mah, béda jeung anu hideung.		
1	jalan téh mani lemes		
0	lepat sabaraha nomor?		
0	pami mapah kedah leres		
0	sanggeus hujan jalan jadi licin		
0	Aki baheula lamun geus ti sawah osok ka leuit heula bisi loba beurit		
0	ninun kaasup pagawéan anu leukleuk		
0	Bapa keur lieur mikiran biaya sakola budakna		
1	Teundeun deui dompétna, sakitu limpeuran ogé		
1	sato téh geus lindeuk		
1	satona can bisa linghas		
1	bajuna mani logor		
1	Adina meni lucu, buukna diképang terus maké pita kayas.		
1	Ngerjakeun tugas téh mani lénglé		
1	Embung ah meuli béas di toko éta mah mahal.		
1	duit téh mahi keur meuli mobil		
1	diukna sing merenah		
0	Budakna Pa Asép mah soléh da mindeng ka masigit.		
1	Bedog mintul éta keur diasah ku Bu Haji.		
1	Kuring meuli dahareun nu mirah di pengkolan		
1	Mamah miwarang abi ngagaleuh tuangeun di réstoran deukeut masigit		
0	Barudak sakola ayeuna mah tara aya nu apal hartina ménél téh anak gajah		
0	caah ngaruksak imah warga		
0	Kuring hayang siga ngora deui!		
0	Nyaan kuring mah, teu ngawadul.		
0	bapak nyalira di bumi?		
0	Mamah keur nyangu di imah nini sabab listrikna keur lancar		
1	Kamar meuni pabalatak jiga kapal rusak.		
1	Kuring indit ka Jakarta pagéto saanggeus meuli oléh-oléh		
1	Keur gering mah dahar nanaon gé asa pait.		
1	Bandung mah ayeuna panas.		
1	eta kamar kudu dikanyahokeun heula mana anoe pangheulana pareum		
1	Pa Guru keur gering parna, nu matak manéhna teu bisa datang ka sakola.		
0	Ulah pedit ari jadi jalma téh!		
1	Ari motorna geus pejét mah, ulah dipaké deui atuh.		
1	Urang téh kudu peka ka kaayaan di sabudeureun urang.		
1	Meni pias kitu beunget na		
0	Pinter pisan anak mamah		
0	Pangmeulikeun bubur polos keur si ema.		
0	Geus gedé téh polos kénéh Néng Euis mah.		
0	Jatinangor poék lantaran keur aliran		
0	Meni pucet kitu beunget na		
0	bageurna pupulasan		
1	Baba Budi cerita ama gué abis rapat keuangan saban ari bikin puyeng satu kantor padé.		
1	Panyakit TBC jeung HIV nyebabkeun manehna jadi leuwih péot.		
1	Risna mah meni rajin jeung apik ngarawat diri.		
1	di imah téh mani ramé		
1	Isuk-isuk geus rapih kitu, rék ka mana?		
1	Kapulisian rempug gawe sareng sababaraha unsur		
0	warga nu aub dina olahrga bol voli, ngarasa gumbira tur reueus ka Satgas TMMD		
1	Haté ngarasa reugreug lantaran geus mayar listrik		
1	ngasuh dua budak sakaligus téh meni riweuh		
1	Tangkal jambu kamari rungkad lantaran katebak ku hujan angin.		
0	Tong mabok waé, geura sadar, mabok téh dosa!		
0	Teu salah, tapi teu bener ogé.		
0	Euweuh nu sampurna di ieu dunya.		
0	Budi jeung Dani mah saruana lamun geus diajar sok tepi ka peuting bakat ku rajin		
0	Manéhna mah sok resep ngumpul jeung nu sarupa jeung manéhna.		
0	Jadi lalaki téh kudu satia.		
1	Geus, ulah sedih waé.		
1	Meni sepa kitu beunget na		
1	Tina enggeus sepah.		
1	bajuna geus sereg		
1	sinta keur nyeri hulu		
1	pun alo sesah diatur		
0	Péso nu dipaké kurban téh kudu seukeut.		
1	Urang kudu siap ngamumulé basa Sunda.		
1	Geus tara balik ka Bandung si tétéh mah, sibuk waé di Jakarta.		
1	Ulah sieun, moal kunanaon		
0	ulah sirik ku batur		
0	cinta sok hoream lamun di imah		
0	Riko enteu daek cicing, meuni sologoto		
0	Urang kudu sopan ka sasaha waé.		
0	Ti saprak kolotna maot, manéhna hirup sorangan.		
0	Mimitina tari piring mangrupa ritual ucapan rasa sukur masarakat satempat ka déwa-déwa.		
1	abdi ngiring sungkawa		
1	ari nu séjén kamana?		
1	kudu siéun ka gusti Alloh		
1	sinta lamun ngegawekeun PR taliti pisan		
1	Motor anyar nu manéhna beuli kacida tarik.		
1	Bapak urang miboga sikep anu teges		
0	Kamari urang ka acara sakola telat		
1	Tenang we tong rurusuhan		
1	Kahirupan masarakat Baduy ti baheula tetep kitu.		
1	Teu kosi ka dieu lamun di dinya hujan mah.		
0	Saenggeus kitu, teu kosi lila datang jelemana.		
0	saré ulah lila teuing		
0	tiis pisan di dieu mah		
0	jamedud téh lantaran timburu		
0	Di dieu tiris pisan		
0	Hawa na tiris pisan		
1	kudu tumut kana aturan		
1	Kamari bu haji daging ngilu ténar dina acara kampanyeu		
1	Tujuan tina puasa ogé nyaéta keur ngarasakeun kumaha rasana jalma nu henteu untung.		
1	Manéh ulah sok wadul ka urang lantaran urang mah geus apal tiheula		
1	Wadul manéhna.		
1	Pa Guru nuju teu damang wales, nu mawi anjeunna henteu tiasa sumping ka sakola.		
0	Néng Rani katelah wandu lantaran resep maén bola		
1	Manéhna teu wani ngalawan rampog di hareupeunna.		
1	saé wantun maju ka panggung		
1	Usum loba bangsat mah kudu siapa		
0	sangu ieu didahar enteulah jeung riko kok weuteuh keneh?		
0	Jadi pamingpin kudu wijaksana		
0	Urang yakin isuk bakal papanggih		
0	Kuring émut baé ka manéhna sabab jelemana bageur pisan		
0	Gunung Papandayan éndahna kawentar ka mancanagara		
0	éra papanggih manéhna		
1	Tepi ka ajalna datang, itu jelema nu sok ngagibah teu tobat-tobat		
1	Budi mah akalna aya waé sabab lamun urang keur susah, si éta boga waé cara		
1	Kitu da lamun teu ngawaro ceuk kolot kawas ayeuna beunang akibatna		
1	Aksarana lanceuk kuring mah kurang rapi sabab manéhna geus biasa ngetik maké laptop		
1	Bapa bingah lamun barudakna alakur		
1	Lamun ngasupkeun alamatna Budi kudu detail pikeun kurir bisa nganteurkeun paketna		
0	anger waé kitu		
1	anger we dibejaan oge		
1	anggeus ti mana?		
1	anggeus tong kadieu deui!		
0	Cinta arek ka kota ceunah		
0	asa teu jauh béda		
0	asa nunda duit tadi teh tapi dimana nya?		
0	Ayeuna, diparengkeun nyorang deui ieu jalan		
0	Ayeuna téh dinten Minggu		
0	Ulah sembarangan perkara awak mah kudu langsung ka ahlina		
1	Itung-itung mulangkeun panineungan jaman baheula.		
1	Baku na ku sia!		
1	Baku ari kolot digawe teh sok nganganggu		
1	Bari na ogé		
1	baréto mah masih kénéh aya sawah		
1	bieu manéhna masih aya		
0	Cék deui barangna, bilih aya nu kakantun!		
1	Boro-boro keur meuli baju, keur meuli dahareun gé euweuh		
1	Keun waé ulah dicarék		
1	Carék na atuh mawa bekel ari ngarantau téh		
0	Bapa guru geus embung asup ka kelas sabab barudakna baraong		
0	engké wé ka sakolana		
0	Buruan diharepeun imah sok loba eurih		
0	Kabéh ogé pasti néangan calon salaki mah hayang nu ganteng		
0	geus ampir sapuluh taun		
0	geus buru balik!		
1	Si Jajang kamari karak meuli imah, éta gén pédah manéhna geus diinjeuman duit ti bank		
1	Geus ulah paraséa, da kabéh génan saralah		
1	aing hayang ulin ka Bali		
1	ulah kamana-mana heula		
1	Isukan wén nya urang ka dinyana deui, isuk mah keur teu bisa euy		
1	Amun isuk teu bisa datang mah, isukan wén atuh ka dieuna		
0	Aya lapang kaciri lega jasa		
1	putri nu gareulis lis, lisung kadua halu lu, lurah jeung wadana na		
1	Botol-botol urut inumeun mah teu kosi dipiceun, soalna kanjat kénéh dipaké jang wadah cai		
1	Karunya hirupna Budi ayeuna mah sabab kantun indungna wéh jeung manéhna di imah		
0	Karak bieu can lila		
0	Karak ti mana manéh? Karak ti ditu		
0	Riko karek dahar enggeus dahar dei		
0	Kari tulang hungkul awak na, béak ku panyakit		
0	Karék bieu can lila		
0	karék ti mana manéh? Karak ti ditu		
1	Geus dua jam manéhna diuk, pikiranna kosong		
1	bolu eta kudu dikeureut		
1	simkuring bogoh kénéh ka manéhna		
1	Lekasan acara tahlilan, Pa Kyai balik deui ngajar ka pasantrén		
1	hayu geura solat geus lohor!		
1	Maenya manéh teu naék kelas?		
1	Matak ninggalikeun gé, hayangeun meureun!		
1	Nembé bieu can lami		
1	Nembé ti mana? Nembé ti ditu		
0	Pamugi sakumna jemaah haji tiasa ngalaksanakeun ibadah		
1	Cik manéh téh kudu percaya diri atuh!		
1	Carogé ngalukis, putra ngalukis, piraku rék nanggeuy gado baé!		
1	dahareunna ngeunah pisan		
0	omongkeun heula sangkan puguh		
0	Rido ngarasa rieut sanggeus ulangan		
0	ngasuh dua budak sakaligus téh meni riweuh		
0	Manéhna sabar ngantosan indungna uih		
0	Sanes nu hideung tapi nu hejo		
0	bu guru sareng bapa guru		
1	dahar nepi ka seubeuh		
1	Mugia anjeun séhat walafiat		
1	Pasualan éta mah diurus ku séwang-séwang baé		
1	Tara asup budak na da gering		
1	Sok liwat ka hareup? Tara		
1	Geus meh sapuluh taun teu nyorang ieu jalan		
0	Béda skor tanding ieu timpang pisan		
1	Tulus moal mangkat ka Jakarta?		
1	Sing tulus ari babantu téh		
1	Tutup heula atuh pantona!		
0	basa ngojay, ujug-ujug hujan		
0	ulah cicing atuh		
0	Hal ieu geus umum di masarakat Bandung		
0	tuang dugi ka wareg		
0	Ké peuting, uing ék ulin ka imahna a Antonio Meucci		
0	baju énggal		
1	énggal gera mulang		
1	énggal mapahna		
1	Abdi dongkap ka dieu sareng pun Asép		
1	Pun Bapa nuju henteu nyondong di rorompok, ku margi nembé parantos angkat ka sérang		
1	Ceuk bujang, ‘Tuang rayi sumping, ku tuang rama dipangmeuncitkeun sapi anu panglintuhna, réh putrana sumping deui kalayan teu kirang sawios-wios’		
1	Ai sia kuneun euy? Nyorangan bé di diyeu jiga nu teu boga babaturan		
0	naha nya hirup kuring kieu-kieu teuing?		
1	palay anu mana? anu bodas wé		
1	Bapa keur lieu di tempat ngabenerkeun mobil antara milih mesin nu asli atanapi nu teu asli		
1	Asep jeung Dadang keur nguseup di walungan		
0	Dahar jeung naon maneh?		
0	Lamun keur ngabandungann batur ngomong, urang kudu maliré kalawan daria sangkan bisa ngarti kana naon anu diomongkeun		
0	Upami nuju ngaregepkeun nu sanés nyarios, urang kedah merhatoskeun kalayan daria supados tiasa ngartos kana naon anu dicarioskeun		
0	kakompakan katut solidaritas TNI sareng rakyat		
0	Kumaha lamun dahar di kosan wae?		
0	Nanging kabeh podo rangerteni lungamu neng endi		
1	Abdi nginum cai es tinu kulkas		
1			
1	KALIMAT DARI NOMINA		
1	kuring boga adi tilu		
1	Adi beuteung kuring gede kawani		
1	Mamah keur nyieun adonan-adonan bolu tepi ka puluhan loyang		
1	Nyieun martabak kudu sing puguh ngocokna pikeun adonanana mekar tepi ka ngembang		
1	Akang tos timana?		
1	Akangna meni kasép pisan matak pikaresepeun deuih ku bageurna		
0	Akar tangkal kai anu gedé mah rata-rata ngabogaan akar tunggang		
1	Tangkal kalapa boga mangpaat nu sakitu lobana ti mulai daun tepi ka akarna		
1	Kuring boga dua aki		
1	Pak Ustadz keur ngawulang di asrama ngan euweuh alasna jang diuk		
0	boga alo meni kasep		
0	Popoéan Ema loba nu katebak ku angin		
0	Risa resep ati dinu bagean hayam lamun digoreng		
0	ningali awan		
0	babaturan saantragan simkuring mah geus pada nikah		
0	Abdi ninggali babi di kebon binatang		
1	Kuring nempo tilu badak		
1	Si Luis keur modol dina bagbagan di balongna mang Ivan		
1	Barudak lembur sok nyieun cocooan tina bagedor, biasana sok dijieun bebedilan		
1	Kudu rajin nyikat huntu pikeun baham henteu bau		
1	usum tiris kieu mah ngeunahna nginum bajigur		
1	abdi gaduh bal warna bodas		
0	Moé papakéan sabet balabur mah sok mantak bangga		
1	balaréa nuju nonton voli di lapang		
1	Bangbung hideung dina awi		
1	Abdi ninggali bangkong di buruan imah		
0	itu nu baju biru baraya manéh lain?		
0	Susu téh geus bari		
0	mang, sabaraha baso saporsina?		
0	Bapak mawa bati dagangan		
0	Naha hayam resep ngadahar batu?		
0	Abdi ninggali bayongbong di kebon binatang		
1	Bedul, meuni balaga kacida éta budak		
1	Indit siah! Dasar jalma kalakuan jiga belis!		
1	Dina waktu kurban beuheung sapi sok jadi bagéan anu dipeuncit		
1	di imah dinya loba beurit		
1	Kuring keur nyieun asbak tina beusi		
1	biang na saha?		
0	biang masalah		
1	biang na eta!		
1	Kuring boga tilu bibi		
1	Hayam bikang		
0	budak bikang		
0	bikang dia kamana		
0	binihna can asak		
0	Sakola supaya bisa maca		
0	kunyuk gableg dua bobocos		
0	Manéhna karacunan nepi ngaluarkeun budah		
1	Bulu hayam kudu dibersihan samemeh dipasak		
1	Kantun mapag Sang Bupatos, Lajeng mangkat sadaya ka padaleman		
1	hayu urang meuli burayot ka Garut!		
1	Abdi ninggali buruy di solokan dekeut jalan		
1	wati meser buyur anyar		
1	bébéné haté kuring		
0	Lamun mendung, béntangna teu katingali		
1	Bésan kuring urang lembur		
1	Pa Yana meunang béwara ti Kepala Sakola sangkan ngaliburkeun barudak sakola		
1	Ibu masak sambel cabé di dapur		
0	Aing neuleu cacaka dina daun tangkal mangga		
0	Oh, jadi manéh leuwih percaya ka si Georgy Zhukov? Cak siah nya, keun wén tah isukan deuleukeun kumaha kalakuan éta jelma.		
0	Abdi ninggal cakcak murag tinu luhur tembok		
0	di tepas loba calacah		
0	Lamun Ani geus ngomong keureut cepil hartina bener nu dicaritakeun		
0	Abdi ninggali ceuhay di buruan imah		
1	cinta arek ka kota ceunah		
1	lamun boboran budak sok hayang dibéré cicis jang meuli és krim		
1	Néng Euis meuli cingcin di pasar		
1	Mun cokor sia kotor kénéh tong dibanjut ka jero gogobrog		
1	Kuring meuli comro nu teu babari buruk di si Ibu péngkolan		
1	Abdi ninggali cucunguk di gudang		
0	isukan ulin ka curug		
1	Cékér kotok kadeuleu lemét pédah ti kajauhan		
1	Kamari urang labuh jol nyeridada		
1	Daging sapi anu masih kénéh seger biasana mah warnana beureum seger		
0	Aing neuleu dahan dina tangkal katiup angin		
0	Mantenna kagungan dua dampal kanggé dianggé nyacat		
0	posisina aya di dasar jurang		
0	Sayur daun katuk téh alus pikeun kaséhatan		
0	dinten naon ayeuna? Senen		
0	Domba kuring diangon ku kuring		
1	bawa ember téh		
1	embé mah parabna jukut		
1	Engkang mulih ti mana?		
1	Adi jeung Lisna ulin ka kebon entéh		
1	bapa eukeur melak rambutan di kebon		
1	Hirup mah teu bisa dipikiran wungkul ku cara nanggeuy gado		
0	Aing neuleu gajah di kebon binatang		
1	Karunya si Asép can narima gajih bulan ayeuna!		
1	Nincak awal taun pasti loba nu neang ganas ngora		
1	Garila pisan jelma téh		
0	Tong ka dinya, loba nu garila		
0	garwa na pa Budi		
0	garwa na saha?		
0	Riko ampir ngaguling ka gawir		
0	Kamari ngadahar gedang		
0	Awas aya gelap!		
1	kawas geni		
1	Muti leungit geulang		
1	luna keur meser giwang anyar		
1	Géndot leuwih ngeunah mun dipasak jadi oséng		
1	Riko keur miceun hampas kelapa		
1	jemput abdi di hareup pom bénsin		
0	Di Pasar Banjar, hargi laos parantos naék dinten kamari		
1	Di Pasar Banjar, harga laja geus naék poé kamari		
1	ngarokok kudu di luar imah béh haseupna ka luar		
1	hayam kuring aya dua		
0	Tong diasupkeun kana haté atuh da éta mah heureuy		
0	Sok resep ari nginali budak anu hideng téh		
0	Aing neuleu hileud di kebon binatang		
0	Kadaharan mun geus maké honjé kacida seungitna		
0	Tong poho lamun ka Bandung meuli hui cilembu		
0	Ngabersihan imbit orok mah kudu maké anduk husus sabab bisi ruam		
1	Meni resep ninggal nini keur ulin jeung incu di imah		
1	insan biasa		
1	jadi jalma kudu jujur		
1	dimana jalma na		
1	jalma jahat		
1	jadi jalmi kudu jujur		
0	dimana jalmi na		
1	dimana jalmi na		
1	hayam jalu		
1	budak jalu		
0	budak jalu mah teu menunang ceurik		
0	Kamari urang nyukur janggot		
0	Hayam hiber jangjangna katinggali buluna		
0	Bibi abdi ka rumah sakit nuju diparios panyakit jantung		
0	Kuring boga dua japati		
0	Dila ceurik bae jarhijina bareuh		
1	jadi jelma kudu jujur		
1	dimana jelma na		
1	jelma jahat		
1	jelma na teu boga perasaan		
1	Jeruk buruk euweuh nu ngadahar!		
1	Jati éléh ku junti		
0	ceunah mah dina tatangkalan éta loba jurig ngapung		
1	abi teu boga kabogoh		
1	Kadal mah ayana di sawah		
1	Mang Ganjar dagang kadongdong di Purwakarta		
0	Mantenna kagungan kakasih Asép Rusmana		
0	tong cicing di handap tangkal kalapa!		
0	sarta lomba kaolahan kadu nu diiluan ku PKK jeung DWP		
0	konsep kapamingpinan dina masarakat Sunda		
0	Kapiadi kuring nuju mulang ka lembur		
0	Étang-étang mulihkeun panghonéngan waktos kapungkur		
1	Tangkal katapang loba dipelak di jalan		
1	emam kedah nganggé panangan katuhu		
1	bogoh ka nu keling		
1	Imah kentang di Bandung lain arti imah tina kentang!		
1	bolu eta kudu dikeureut		
1	bolu eta kudu dikeureut		
1	liburan mah alusna ka pantai belah kidul		
1	Abdi ninggali kolopak kembang maruragan kahandap		
1	Rani dipangmeulikeun kongkorong anyar		
0	Kamari aing numpak kuda di Kebon Binatang		
1	Kuku Teteh abdi mah alus pisan		
1	Aing neuleu kukupu dina kembang		
1	kulawarga abdi mah asli ti Garut		
0	kulit anu warnana koneng umyang biasana mah dipiboga ku urang Sunda		
0	Kulit kai albis biasana babari borok dina usum hujan		
0	Pa Harto boga kumis anu baplang		
0	Udin dahar kéjo jeung lauk		
0	Lamun loba teuing dahar lauk asin, kuring mah ngarasa ateul lambey		
0	lampah nu salah		
1	lalampahan		
1	ngalampah		
1	Langit peuting ayeuna meni poék, teu katingali béntang hiji hiji acan		
1	Tong maké baju héjo di laut kidul		
1	layon na dimana		
1	layon na tos dikubur		
0	Polres Majalengka katut unsur lianna pikeun mastikeun kasalametan		
1	Awas aya lini!		
1	Lémbér jadi kadaharan karesep Asép		
1	lamun atos sore teh sok ka ambeu bau kembang malati		
0	Kuring meuli dahareun nu mirah mangkukna di Blok M		
0	Mantang mun diseupan bakal karasa leuwih ngeunah		
0	jelema boga dua mata		
0	Ai geus ék balabur mah, langit téh sok medem baé		
0	Kuring nempo dua mencek		
0	Meri kuring aya tilu		
1	ieu mertua kuring		
1	Ulikan ngeunaan atmosfir mimitina dipigawé pikeun ngajawab masalah cuaca		
1	Saha ngaran minantu maneh?		
1	Mitoha kuring aya dua		
1	bapa keur aya di sawah jeung dua munding		
1	Kuring boga tilu muray		
0	Basa keur imlék kamari aing neuleu naga		
1	Ngaran maneh saha?		
1	Asana bieu téh langit caang kénéh, naha ayeuna geus ngaruy, nya?		
1	Nini kuring boga hayam		
0	Ieu nu urang		
0	abdi keur di pabukon		
0	paha abdi		
0	nu ngandung palanggeran atawa etika		
0	Kuring kamari geubis tina motor nu matak ayeuna bareuh panangan		
0	Resep ningalikeun si Budi sabab pangambungna mancung		
1	ulah mésér palih dinya, kumargi pangaosna awis		
1	Gentrasari langkung luhur pangapungna		
1	Salian ngabantu pangwangunan di wewengkon Cipasung		
1	kuring boga dua panon		
1	lina sok linggih di handap panon poe		
1	Éta kéjo geuwat dikanapanékeun, amih kanyat dihihidan		
1	lĕnting sagĕde papanting, lĕntong sagĕde papatong		
1	Tidinja Si Sapar kakara ngarasa teu sijeun sarta toeloej ngilikan sagala parabot noe aja didinja		
1	Mung saratna ngabudjěngna teh ka laut, ulah tumpak kapal, parahu rakit ge montong		
0	Usum panen pare sok loba jarami di sawah		
1	sarta ki Sěntot mah lain ngadji paribasa bae sarta djeung pek dilampahkeunnana		
1	Sumuhun pariksa, gusti, eta teh ti Gunung Padang, nja eta pandita tea		
1	imah deukeut pasir		
0	Ambu masak loba teuing pedes		
0	Alusna mah saacan indit ka luar imah, permios heula ka kolot		
0	Abdi mésér peujit hayam di pasar		
0	Peuyeum Bandung geus kasohor bari pangaosna mirah		
0	Aing ngahakan pingping goréng hayam		
0	Kembang jawura mucunghul di deukeut puhu daun		
1	Pun aki nuju di dokter		
1	Pun alo nuju di dokter		
1	pun biang angkat ka pasar		
1	saha nu ngadamel kuéh? pun biang		
1	Pun bibi nuju di dokter		
1	Pun incu nuju di sakola		
0	Pun nini nuju teu aya di rorompok		
1	Punduk na bersihan		
1	Tong lila teuing hareupeun komputer sabab bisa matak nyeri pungkur		
1	Di Papandayan loba tangkal puspa		
0	Bapak keur meuli ragaji di toko bangunan		
0	mun ngomong ulah matak raheut ka haté batur		
0	rama na saha?		
0	rarasaan urang geus indit ti kamari		
0	Bakating ku éra disindir di hareupeun kabogohna, raray Ani tepi ka beureum		
0	Salami di nagara tropis mah wayahna kudu narima lamun di imah loba reungit		
1	rumbah bapak diparas		
1	Ma Unah mulungan régang kai nu gararing pikeun dijadikeun suluh		
1	Percaya atawa henteu, di jaman kiwari aya propési ngarana modél réma		
1	wewengkon Cipasung jeung sabudeureunna, oge nyempetkeun keur olahraga bareng warga		
1	rengse sadidinten didamel, sontenna maen bola voli		
1	lir sagara		
0	sagara asih		
1	Batur mah geus pada boga salaki, simkuring wéh nu sorangan kénéh		
1	Maranéhna kacida bungahna ningali salju basa arulin ka Jepang		
1	Meuli gelas téh langsung salosin		
0	Buah samangka pinuh ku kandungan cai		
0	sami acukna		
0	sampean abi nyeuri tadi labuh didinya		
0	Tong poho ngala sampeu satangkal		
0	Fungsi utami sampéan téh nyaéta kanggo nyacat		
0	sapi mah parabna jukut		
